,age_at_visit,LANGUAGE,OTHER_LANGUAGE,INCOME,RACE_1,CURRENT_GENDER,MARITAL_STATUS,EDUCATION,EMPLOYMENT,LGBT_IDENTITY,ETHNICITY_1,GENDER,RIG
935,4.51666093021279,9.289250434109718,10.874212934830874,4.304357326499926,3.3984795038644764,0.7005357985274543,1.1428939038058101,1.3565435466970626,3.655044414368713,0.2854982992486106,0.17985504760942259,0.686860861630378,40.39019300140524
1804,5.146292480267675,3.7656884780527053,10.874212934830874,3.414781316193577,2.808123744373102,0.7005357985274543,1.1428939038058101,3.755271862107367,0.7617734280493221,0.2854982992486106,6.967322339222356,0.686860861630378,40.30925544630923
111,7.173773216689782,6.173773216689782,9.874212934830874,2.7656884780527053,0.5188618384060617,0.7005357985274543,1.1428939038058101,3.755271862107367,3.655044414368713,0.2854982992486106,3.5613299795465188,0.686860861630378,40.293744803904055
276,5.967322339222356,10.874212934830874,10.874212934830874,2.494834567759612,3.3984795038644764,1.4333437672200044,1.3292485020416374,1.0928532213062145,0.7617734280493221,0.2854982992486106,0.17985504760942259,1.4230018229985455,40.11463636898194
483,7.173773216689782,5.350650978773861,0.8969330113309578,2.494834567759612,0.5188618384060617,1.4333437672200044,5.382359838501199,1.0928532213062145,2.797397337780043,4.570432186653771,6.967322339222356,1.4230018229985455,40.10176412664241
1564,6.786750093580535,8.06685801277327,7.874212934830874,2.8189304993296846,3.3984795038644764,0.7005357985274543,1.3292485020416374,5.173773216689782,2.797397337780043,0.2854982992486106,0.17985504760942259,0.686860861630378,40.098400107906166
1110,6.786750093580535,10.874212934830874,8.289250434109718,2.494834567759612,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.3565435466970626,3.194732835325428,0.2854982992486106,3.5613299795465188,0.686860861630378,40.07865969170388
664,6.119325432667406,10.874212934830874,10.874212934830874,2.8189304993296846,0.5188618384060617,0.0,1.3292485020416374,5.173773216689782,0.7617734280493221,0.0,0.17985504760942259,1.4230018229985455,40.07319565745361
1821,6.119325432667406,0.3684013809112801,10.874212934830874,2.7656884780527053,4.414781316193577,1.4333437672200044,1.3292485020416374,1.0928532213062145,2.797397337780043,0.2854982992486106,6.967322339222356,1.4230018229985455,39.871074832473255
1042,7.173773216689782,9.874212934830874,4.943475597267988,4.304357326499926,3.3984795038644764,0.7005357985274543,1.1428939038058101,3.755271862107367,3.655044414368713,0.0,0.17985504760942259,0.686860861630378,39.814760467202184
909,6.414781316193577,10.874212934830874,7.874212934830874,5.967322339222356,3.3984795038644764,0.7005357985274543,1.1428939038058101,1.3565435466970626,0.7617734280493221,0.2854982992486106,0.17985504760942259,0.686860861630378,39.642969914510225
1644,4.51666093021279,6.173773216689782,4.943475597267988,4.304357326499926,4.414781316193577,0.7005357985274543,1.1428939038058101,5.173773216689782,3.655044414368713,0.2854982992486106,3.5613299795465188,0.686860861630378,39.55898486068133
1199,7.173773216689782,10.874212934830874,4.664759569201925,2.8189304993296846,0.5188618384060617,1.4333437672200044,6.06685801277327,1.0928532213062145,2.797397337780043,0.2854982992486106,0.17985504760942259,1.4230018229985455,39.329345567394434
1779,6.173773216689782,9.874212934830874,10.874212934830874,3.414781316193577,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.0928532213062145,0.7617734280493221,0.2854982992486106,3.5613299795465188,0.686860861630378,39.273942331301306
896,4.829818815472421,3.7656884780527053,0.8969330113309578,5.967322339222356,0.5188618384060617,0.7005357985274543,1.1428939038058101,3.755271862107367,3.8518451218024197,6.016231939703302,6.967322339222356,0.686860861630378,39.099586309283595
1618,5.967322339222356,6.173773216689782,4.943475597267988,3.7244658153261923,7.173773216689782,0.7005357985274543,1.3292485020416374,1.3565435466970626,3.194732835325428,0.2854982992486106,3.5613299795465188,0.686860861630378,39.097560008213186
78,5.319624083153237,8.289250434109718,10.874212934830874,2.7449299178859077,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.0928532213062145,3.655044414368713,0.2854982992486106,3.5613299795465188,0.686860861630378,39.05825028505532
806,5.626285421387289,10.874212934830874,7.06685801277327,2.8189304993296846,4.414781316193577,0.7005357985274543,1.1428939038058101,1.0928532213062145,0.7617734280493221,0.2854982992486106,3.5613299795465188,0.686860861630378,39.032813676629004
953,5.201787592859379,0.3684013809112801,0.8969330113309578,3.414781316193577,0.5188618384060617,9.874212934830874,6.06685801277327,1.3565435466970626,3.655044414368713,6.016231939703302,0.17985504760942259,1.4230018229985455,38.97251285868244
855,6.704287933388562,9.874212934830874,4.943475597267988,2.494834567759612,3.3984795038644764,0.7005357985274543,1.3292485020416374,5.173773216689782,3.194732835325428,0.2854982992486106,0.17985504760942259,0.686860861630378,38.965795098184216
1015,6.481895512052114,4.092853221306215,0.8969330113309578,5.967322339222356,2.808123744373102,1.4333437672200044,1.1428939038058101,3.755271862107367,3.655044414368713,0.2854982992486106,6.967322339222356,1.4230018229985455,38.90950423725616
211,6.414781316193577,6.173773216689782,9.874212934830874,3.1531137461236893,3.3984795038644764,1.4333437672200044,1.3292485020416374,1.0928532213062145,0.7617734280493221,0.2854982992486106,3.5613299795465188,1.4230018229985455,38.90140973811325
875,6.119325432667406,9.289250434109718,7.874212934830874,3.414781316193577,2.808123744373102,0.7005357985274543,3.366418294632178,1.3565435466970626,2.797397337780043,0.2854982992486106,0.17985504760942259,0.686860861630378,38.87880304829982
1128,6.350650978773861,9.874212934830874,10.874212934830874,2.494834567759612,0.5188618384060617,1.4333437672200044,1.3292485020416374,1.0928532213062145,3.194732835325428,0.0,0.17985504760942259,1.4230018229985455,38.76580845110253
850,6.481895512052114,4.092853221306215,4.664759569201925,5.967322339222356,2.808123744373102,1.4333437672200044,3.366418294632178,4.808123744373102,3.194732835325428,0.2854982992486106,0.17985504760942259,1.4230018229985455,38.705928197563
1112,6.350650978773861,10.874212934830874,4.943475597267988,4.304357326499926,3.3984795038644764,1.4333437672200044,1.3292485020416374,1.3565435466970626,2.797397337780043,0.2854982992486106,0.17985504760942259,1.4230018229985455,38.676064664832445
636,4.335054123722843,8.289250434109718,7.874212934830874,4.304357326499926,0.5188618384060617,0.7005357985274543,1.1428939038058101,3.755271862107367,3.194732835325428,0.2854982992486106,3.5613299795465188,0.686860861630378,38.64886019776099
1822,5.829818815472421,10.874212934830874,10.874212934830874,2.7656884780527053,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.3565435466970626,3.194732835325428,0.2854982992486106,0.17985504760942259,0.686860861630378,38.59606989267292
469,6.350650978773861,3.7656884780527053,0.8969330113309578,2.494834567759612,2.808123744373102,0.7005357985274543,7.552284839943512,3.755271862107367,3.194732835325428,6.016231939703302,0.17985504760942259,0.686860861630378,38.402003965137105
1680,6.704287933388562,0.3684013809112801,8.874212934830874,4.304357326499926,3.3984795038644764,0.7005357985274543,1.1428939038058101,3.755271862107367,3.655044414368713,4.570432186653771,0.17985504760942259,0.686860861630378,38.34063315419803
974,6.23035674505615,6.173773216689782,4.943475597267988,5.319624083153237,7.173773216689782,0.7005357985274543,1.1428939038058101,1.3565435466970626,0.7617734280493221,0.2854982992486106,3.5613299795465188,0.686860861630378,38.3364386763621
428,6.481895512052114,10.874212934830874,10.874212934830874,2.7656884780527053,0.5188618384060617,1.4333437672200044,1.3292485020416374,1.3565435466970626,0.7617734280493221,0.2854982992486106,0.17985504760942259,1.4230018229985455,38.28413611203723
869,5.350650978773861,10.874212934830874,10.874212934830874,3.1531137461236893,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.0928532213062145,3.194732835325428,0.2854982992486106,0.17985504760942259,0.686860861630378,38.2406369986545
868,5.319624083153237,10.874212934830874,10.874212934830874,2.8189304993296846,0.5188618384060617,0.7005357985274543,1.1428939038058101,1.0928532213062145,3.655044414368713,0.2854982992486106,0.17985504760942259,0.686860861630378,38.14938383704733
1726,5.350650978773861,10.874212934830874,10.874212934830874,2.7656884780527053,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.3565435466970626,3.194732835325428,0.2854982992486106,0.17985504760942259,0.686860861630378,38.116902055974364
83,6.704287933388562,0.3684013809112801,7.552284839943512,4.304357326499926,4.414781316193577,0.7005357985274543,1.1428939038058101,3.755271862107367,3.655044414368713,4.570432186653771,0.17985504760942259,0.686860861630378,38.035006871639766
753,5.626285421387289,10.874212934830874,4.943475597267988,5.319624083153237,2.808123744373102,0.7005357985274543,1.3292485020416374,1.3565435466970626,3.8518451218024197,0.2854982992486106,0.17985504760942259,0.686860861630378,37.96210895856947
877,6.704287933388562,3.7656884780527053,0.8969330113309578,2.8189304993296846,4.414781316193577,0.7005357985274543,1.1428939038058101,4.808123744373102,3.8518451218024197,4.570432186653771,3.5613299795465188,0.686860861630378,37.92264283463494
1495,6.552284839943512,3.7656884780527053,9.289250434109718,3.414781316193577,2.808123744373102,1.4333437672200044,1.1428939038058101,1.0928532213062145,0.7617734280493221,6.016231939703302,0.17985504760942259,1.4230018229985455,37.880081943365234
760,5.967322339222356,4.092853221306215,10.874212934830874,2.7449299178859077,0.5188618384060617,1.4333437672200044,3.366418294632178,3.755271862107367,3.194732835325428,0.2854982992486106,0.17985504760942259,1.4230018229985455,37.83630218079296
1169,6.704287933388562,3.7656884780527053,3.9084286501687875,4.304357326499926,2.808123744373102,1.4333437672200044,1.1428939038058101,4.808123744373102,3.655044414368713,0.2854982992486106,3.5613299795465188,1.4230018229985455,37.80012206404439
775,5.481895512052114,8.289250434109718,10.874212934830874,2.7449299178859077,0.5188618384060617,1.4333437672200044,1.3292485020416374,1.0928532213062145,0.7617734280493221,0.2854982992486106,3.5613299795465188,1.4230018229985455,37.796199657695524
1783,5.967322339222356,8.06685801277327,4.943475597267988,3.1531137461236893,3.3984795038644764,0.7005357985274543,1.3292485020416374,1.3565435466970626,0.7617734280493221,0.2854982992486106,6.967322339222356,0.686860861630378,37.617031974668606
1360,9.874212934830874,4.092853221306215,4.664759569201925,2.7449299178859077,2.808123744373102,1.4333437672200044,5.382359838501199,1.3565435466970626,3.194732835325428,0.2854982992486106,0.17985504760942259,1.4230018229985455,37.44021454519829
72,5.704287933388562,8.289250434109718,4.943475597267988,3.7244658153261923,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.0928532213062145,3.194732835325428,0.2854982992486106,6.967322339222356,0.686860861630378,37.437393475800604
1702,6.23035674505615,5.350650978773861,10.874212934830874,2.494834567759612,0.5188618384060617,1.4333437672200044,1.3292485020416374,1.0928532213062145,2.797397337780043,0.2854982992486106,3.5613299795465188,1.4230018229985455,37.39158999496813
1765,4.920016624443999,0.3684013809112801,10.874212934830874,3.7244658153261923,0.5188618384060617,1.4333437672200044,1.1428939038058101,1.3565435466970626,0.7617734280493221,3.8298188154724206,6.967322339222356,1.4230018229985455,37.32065621738393
1180,6.704287933388562,0.3684013809112801,10.874212934830874,2.7656884780527053,2.808123744373102,0.7005357985274543,1.1428939038058101,3.755271862107367,3.655044414368713,0.2854982992486106,3.5613299795465188,0.686860861630378,37.30814959079137
729,6.704287933388562,3.7656884780527053,10.874212934830874,2.7449299178859077,3.3984795038644764,0.7005357985274543,3.366418294632178,1.3565435466970626,3.194732835325428,0.2854982992486106,0.17985504760942259,0.686860861630378,37.258043451693055
1264,5.146292480267675,10.874212934830874,4.607426394135973,3.7244658153261923,2.808123744373102,0.7005357985274543,6.06685801277327,1.3565435466970626,0.7617734280493221,0.2854982992486106,0.17985504760942259,0.686860861630378,37.19844636346933
386,8.06685801277327,5.350650978773861,7.874212934830874,2.494834567759612,0.5188618384060617,1.4333437672200044,5.382359838501199,1.3565435466970626,2.797397337780043,0.2854982992486106,0.17985504760942259,1.4230018229985455,37.16341799259855
251,6.786750093580535,4.092853221306215,10.874212934830874,3.1531137461236893,3.3984795038644764,1.4333437672200044,1.3292485020416374,1.3565435466970626,2.797397337780043,0.2854982992486106,0.17985504760942259,1.4230018229985455,37.11029782330111
367,4.967322339222356,9.874212934830874,9.874212934830874,3.1531137461236893,0.5188618384060617,0.7005357985274543,1.1428939038058101,4.808123744373102,0.7617734280493221,0.2854982992486106,0.17985504760942259,0.686860861630378,36.953264876657954
766,5.289250434109718,4.092853221306215,7.289250434109718,2.7449299178859077,4.414781316193577,1.4333437672200044,1.1428939038058101,1.3565435466970626,3.8518451218024197,0.2854982992486106,3.5613299795465188,1.4230018229985455,36.88552176492411
553,4.967322339222356,10.874212934830874,4.943475597267988,2.7449299178859077,0.5188618384060617,0.7005357985274543,1.1428939038058101,4.808123744373102,0.7617734280493221,0.2854982992486106,3.5613299795465188,1.4230018229985455,36.731959604162554
1593,7.704287933388562,0.3684013809112801,9.874212934830874,2.7449299178859077,3.3984795038644764,1.4333437672200044,5.382359838501199,1.0928532213062145,2.797397337780043,0.2854982992486106,0.17985504760942259,1.4230018229985455,36.68462100554513
1313,5.704287933388562,9.289250434109718,10.874212934830874,2.8189304993296846,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.0928532213062145,3.194732835325428,0.2854982992486106,0.17985504760942259,0.686860861630378,36.67512820575404
108,6.23035674505615,4.092853221306215,10.874212934830874,4.304357326499926,0.5188618384060617,0.7005357985274543,1.1428939038058101,3.755271862107367,3.8518451218024197,0.2854982992486106,0.17985504760942259,0.686860861630378,36.62340296083068
1706,6.173773216689782,8.552284839943512,4.943475597267988,5.319624083153237,2.808123744373102,1.4333437672200044,1.1428939038058101,1.0928532213062145,3.194732835325428,0.2854982992486106,0.17985504760942259,1.4230018229985455,36.54946037894165
599,6.481895512052114,0.3684013809112801,10.874212934830874,2.494834567759612,7.173773216689782,1.4333437672200044,1.3292485020416374,1.0928532213062145,3.194732835325428,0.2854982992486106,0.17985504760942259,1.4230018229985455,36.331651107993515
1086,4.51666093021279,3.7656884780527053,10.874212934830874,2.494834567759612,2.808123744373102,0.7005357985274543,1.1428939038058101,1.3565435466970626,3.194732835325428,4.570432186653771,0.17985504760942259,0.686860861630378,36.29137483547841
1012,4.829818815472421,0.3684013809112801,10.874212934830874,3.1531137461236893,0.5188618384060617,1.4333437672200044,7.552284839943512,1.3565435466970626,0.7617734280493221,3.8298188154724206,0.17985504760942259,1.4230018229985455,36.28102998373461
175,6.481895512052114,0.3684013809112801,9.289250434109718,5.319624083153237,0.5188618384060617,1.4333437672200044,3.366418294632178,3.755271862107367,3.8518451218024197,0.2854982992486106,0.17985504760942259,1.4230018229985455,36.27326746425096
328,6.173773216689782,6.173773216689782,4.943475597267988,2.8189304993296846,0.5188618384060617,1.4333437672200044,1.3292485020416374,3.755271862107367,3.8518451218024197,0.2854982992486106,3.5613299795465188,1.4230018229985455,36.268353723348405
947,4.51666093021279,6.173773216689782,4.943475597267988,3.414781316193577,0.5188618384060617,0.7005357985274543,1.1428939038058101,1.3565435466970626,3.194732835325428,6.016231939703302,3.5613299795465188,0.686860861630378,36.22668176400615
225,5.704287933388562,10.874212934830874,10.874212934830874,3.1531137461236893,0.5188618384060617,0.7005357985274543,1.3292485020416374,1.0928532213062145,0.7617734280493221,0.2854982992486106,0.17985504760942259,0.686860861630378,36.1613145459931
690,7.552284839943512,5.350650978773861,10.874212934830874,2.7449299178859077,0.5188618384060617,0.7005357985274543,3.366418294632178,1.0928532213062145,2.797397337780043,0.2854982992486106,0.17985504760942259,0.686860861630378,36.15035937057451
1508,8.06685801277327,4.092853221306215,7.874212934830874,3.7244658153261923,0.5188618384060617,0.7005357985274543,3.366418294632178,3.755271862107367,2.797397337780043,0.2854982992486106,0.17985504760942259,0.686860861630378,36.04908932417806
1507,5.350650978773861,4.092853221306215,7.289250434109718,5.967322339222356,0.0,0.7005357985274543,1.1428939038058101,3.755271862107367,3.194732835325428,0.2854982992486106,3.5613299795465188,0.686860861630378,36.027200513603724
1133,5.704287933388562,0.3684013809112801,10.874212934830874,2.494834567759612,3.3984795038644764,1.4333437672200044,1.3292485020416374,1.0928532213062145,3.8518451218024197,3.8298188154724206,0.17985504760942259,1.4230018229985455,35.980182619205465
933,6.967322339222356,0.3684013809112801,4.943475597267988,4.304357326499926,0.5188618384060617,1.4333437672200044,1.1428939038058101,3.755271862107367,3.8518451218024197,0.2854982992486106,6.967322339222356,1.4230018229985455,35.96159559871272
854,6.786750093580535,3.7656884780527053,0.8969330113309578,2.7656884780527053,2.808123744373102,1.4333437672200044,7.552284839943512,3.755271862107367,0.7617734280493221,3.8298188154724206,0.17985504760942259,1.4230018229985455,35.9585333887906
925,5.481895512052114,6.173773216689782,4.943475597267988,3.414781316193577,0.5188618384060617,0.7005357985274543,1.1428939038058101,5.173773216689782,3.8518451218024197,0.2854982992486106,3.5613299795465188,0.686860861630378,35.9355246618605
1372,5.319624083153237,0.3684013809112801,10.874212934830874,3.7244658153261923,4.414781316193577,1.4333437672200044,3.366418294632178,3.755271862107367,0.7617734280493221,0.2854982992486106,0.17985504760942259,1.4230018229985455,35.90664805228061
958,6.481895512052114,3.7656884780527053,0.8969330113309578,5.967322339222356,2.808123744373102,0.7005357985274543,5.382359838501199,4.808123744373102,3.8518451218024197,0.2854982992486106,0.17985504760942259,0.686860861630378,35.815041796723825
842,6.016231939703302,7.289250434109718,0.8969330113309578,2.7449299178859077,0.5188618384060617,0.7005357985274543,3.366418294632178,3.755271862107367,2.797397337780043,0.0,6.967322339222356,0.686860861630378,35.74001363533573
601,6.173773216689782,0.3684013809112801,0.8969330113309578,5.319624083153237,0.5188618384060617,7.874212934830874,1.1428939038058101,4.808123744373102,3.8518451218024197,3.8298188154724206,0.17985504760942259,0.686860861630378,35.65120396001575
1686,5.319624083153237,0.3684013809112801,10.874212934830874,2.7449299178859077,0.5188618384060617,10.874212934830874,1.1428939038058101,1.0928532213062145,0.7617734280493221,0.2854982992486106,0.17985504760942259,1.4230018229985455,35.58611881303616
876,6.704287933388562,0.3684013809112801,10.874212934830874,2.7656884780527053,3.3984795038644764,0.7005357985274543,1.1428939038058101,4.808123744373102,3.655044414368713,0.2854982992486106,0.17985504760942259,0.686860861630378,35.56988230061138
1777,6.414781316193577,0.3684013809112801,7.874212934830874,5.319624083153237,0.5188618384060617,1.4333437672200044,3.366418294632178,5.173773216689782,3.194732835325428,0.2854982992486106,0.17985504760942259,1.4230018229985455,35.552504837219
1851,6.016231939703302,0.3684013809112801,10.874212934830874,2.8189304993296846,0.5188618384060617,1.4333437672200044,1.3292485020416374,3.755271862107367,0.7617734280493221,6.016231939703302,0.17985504760942259,1.4230018229985455,35.4953649629108
471,6.173773216689782,6.173773216689782,4.943475597267988,3.414781316193577,0.5188618384060617,0.7005357985274543,1.1428939038058101,1.3565435466970626,0.7617734280493221,6.016231939703302,3.5613299795465188,0.686860861630378,35.45083464320704
1052,6.481895512052114,0.3684013809112801,10.874212934830874,2.494834567759612,0.5188618384060617,0.7005357985274543,3.366418294632178,5.173773216689782,0.7617734280493221,0.2854982992486106,3.5613299795465188,0.686860861630378,35.27439611228419
1087,6.016231939703302,4.092853221306215,7.289250434109718,2.7449299178859077,0.5188618384060617,1.4333437672200044,3.366418294632178,3.755271862107367,0.7617734280493221,0.2854982992486106,3.5613299795465188,1.4230018229985455,35.24876480521375
1700,5.289250434109718,6.173773216689782,4.943475597267988,3.414781316193577,0.0,0.7005357985274543,1.1428939038058101,1.0928532213062145,3.655044414368713,4.570432186653771,3.5613299795465188,0.686860861630378,35.231230930099926
303,6.119325432667406,0.3684013809112801,6.552284839943512,3.7244658153261923,3.3984795038644764,1.4333437672200044,1.3292485020416374,1.0928532213062145,2.797397337780043,0.0,6.967322339222356,1.4230018229985455,35.20612396328167
856,5.146292480267675,4.092853221306215,10.874212934830874,2.494834567759612,0.5188618384060617,1.4333437672200044,1.1428939038058101,3.755271862107367,3.8518451218024197,0.2854982992486106,0.17985504760942259,1.4230018229985455,35.198764867362605
1423,6.704287933388562,0.3684013809112801,10.874212934830874,3.414781316193577,3.3984795038644764,0.7005357985274543,1.1428939038058101,3.755271862107367,3.655044414368713,0.2854982992486106,0.17985504760942259,0.686860861630378,35.16612325648652
1477,5.704287933388562,5.350650978773861,8.874212934830874,2.7449299178859077,7.173773216689782,0.7005357985274543,1.3292485020416374,1.3565435466970626,0.7617734280493221,0.2854982992486106,0.17985504760942259,0.686860861630378,35.14817046537288
1250,5.967322339222356,10.874212934830874,0.8969330113309578,2.7449299178859077,4.414781316193577,1.4333437672200044,1.3292485020416374,4.808123744373102,0.7617734280493221,0.2854982992486106,0.17985504760942259,1.4230018229985455,35.119024131004316
1204,5.704287933388562,0.3684013809112801,9.874212934830874,2.7449299178859077,8.289250434109718,0.7005357985274543,1.3292485020416374,1.0928532213062145,3.8518451218024197,0.2854982992486106,0.17985504760942259,0.686860861630378,35.10777945329247
