LANGUAGE,INCOME,CURRENT_GENDER,RACE_1,MARITAL_STATUS,EDUCATION,EMPLOYMENT,LGBT_IDENTITY,ETHNICITY_1,GENDER,OTHER_LANGUAGE,dis-score,score
13,1.0,1.0,2.0,3,3.0,4.0,0.0,0.0,2.0,1.0,0.9157,20160.0
13,7.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,0,1.0,4.0,0.0,0.0,2.0,-999.0,0.9841,156240.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,-999.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
28,8.0,0.0,2.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.9989,3628896.0
13,7.0,1.0,5.0,1,2.0,3.0,-999.0,2.0,2.0,-999.0,0.9949,604800.0
13,8.0,1.0,2.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,2.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,0.0,2.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,6.0,1.0,4.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.1223,120.0
13,6.0,1.0,5.0,3,3.0,0.0,1.0,0.0,2.0,-999.0,0.0,0.0
13,3.0,1.0,4.0,3,3.0,1.0,0.0,0.0,2.0,-999.0,0.7697,5040.0
13,6.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,3.0,0.0,1.0,0.0,2.0,1.0,0.6586,2640.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,5.0,3,1.0,4.0,-999.0,0.0,2.0,1.0,0.7831,5520.0
13,1.0,0.0,5.0,3,3.0,2.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,4.0,0.0,2.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,2.0,0.0,4.0,3,4.0,2.0,-999.0,0.0,1.0,-999.0,0.9827,141120.0
13,5.0,0.0,4.0,1,0.0,3.0,0.0,0.0,1.0,1.0,0.9802,120240.0
13,10.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,-999.0,1.0,4.0,3,3.0,3.0,-999.0,0.0,2.0,1.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,4.0,3,1.0,0.0,0.0,0.0,2.0,1.0,0.7697,5040.0
13,7.0,0.0,4.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.5354,1440.0
13,8.0,1.0,5.0,3,4.0,0.0,-999.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,0.0,2.0,1,4.0,3.0,-999.0,2.0,1.0,1.0,0.9933,434880.0
13,5.0,0.0,6.0,3,3.0,-999.0,0.0,0.0,1.0,1.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,1.0,3,3.0,0.0,0.0,1.0,1.0,-999.0,0.9934,443520.0
13,8.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10.0,1.0,4.0,3,0.0,2.0,0.0,0.0,2.0,-999.0,0.9558,45360.0
13,8.0,1.0,4.0,1,3.0,4.0,0.0,0.0,2.0,0.0,0.9851,168480.0
13,7.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,4.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,5.0,3,3.0,3.0,1.0,0.0,1.0,1.0,0.9514,40320.0
13,8.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,3.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,0.0,5.0,3,3.0,0.0,-999.0,0.0,1.0,1.0,0.0,0.0
13,10.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,1.0,4.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.7697,5040.0
13,7.0,1.0,5.0,1,4.0,0.0,2.0,0.0,2.0,1.0,0.5678,1680.0
13,7.0,1.0,5.0,1,3.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,6.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.7892,5760.0
13,6.0,0.0,2.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,8.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.9803,120960.0
13,7.0,1.0,2.0,3,3.0,3.0,0.0,0.0,2.0,1.0,0.8054,6480.0
13,10.0,0.0,4.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.9516,40560.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
40,7.0,0.0,5.0,1,1.0,4.0,0.0,1.0,1.0,0.0,0.9938,482400.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,1,3.0,1.0,0.0,-999.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,1,3.0,2.0,0.0,1.0,2.0,-999.0,0.9153,20040.0
13,5.0,0.0,5.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.9157,20160.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,1.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.975,90720.0
13,8.0,-999.0,5.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,1,1.0,4.0,0.0,0.0,2.0,-999.0,0.8948,15120.0
13,5.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,1.0,0.0,4.0,3,0.0,4.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,3.0,0.0,1.0,1.0,1.0,-999.0,0.0,0.0
13,1.0,0.0,5.0,3,1.0,2.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,4.0,2.0,0.0,0.0,2.0,-999.0,0.4494,960.0
13,10.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.8576,10080.0
13,8.0,0.0,5.0,1,4.0,2.0,0.0,1.0,1.0,1.0,0.9721,79440.0
13,7.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.0077,4.0
13,9.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,1.0,6.0,2,4.0,3.0,0.0,0.0,2.0,-999.0,0.9954,685440.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1.0,-999.0,0.9172,20640.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,2.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,1.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,0,4.0,4.0,0.0,0.0,1.0,1.0,0.9951,624960.0
13,6.0,1.0,4.0,3,2.0,0.0,0.0,0.0,2.0,-999.0,0.9514,40320.0
13,7.0,1.0,5.0,3,3.0,2.0,0.0,0.0,2.0,-999.0,0.7766,5280.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,3.0,1.0,5.0,3,4.0,2.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,2.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
23,9.0,1.0,5.0,3,0.0,0.0,0.0,0.0,2.0,1.0,0.9981,1975680.0
13,9.0,0.0,5.0,3,3.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,5.0,0.0,4.0,3,2.0,0.0,0.0,0.0,1.0,1.0,0.9804,121680.0
13,6.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,3.0,1.0,0.0,0.0,2.0,1.0,0.7697,5040.0
13,4.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10.0,0.0,5.0,3,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
15,1.0,1.0,2.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.9989,3674160.0
13,5.0,1.0,6.0,3,4.0,2.0,0.0,1.0,2.0,-999.0,0.9651,60480.0
13,7.0,0.0,5.0,2,3.0,0.0,0.0,0.0,1.0,1.0,0.9894,252000.0
13,10.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,4.0,3,1.0,0.0,-999.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,4.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,-999.0,0.0,0.0,2.0,1.0,0.0,0.0
13,-999.0,1.0,5.0,3,2.0,2.0,2.0,0.0,2.0,-999.0,0.9625,55440.0
13,8.0,0.0,4.0,3,1.0,3.0,1.0,0.0,1.0,-999.0,0.9823,137520.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,0.0,5.0,3,3.0,3.0,0.0,0.0,1.0,1.0,0.2008,240.0
13,7.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,1.0,4.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
40,7.0,0.0,5.0,1,4.0,0.0,0.0,1.0,1.0,0.0,0.969,69864.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,1.0,6.0,1,4.0,0.0,0.0,1.0,2.0,1.0,0.7653,4896.0
13,5.0,1.0,4.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.5354,1440.0
13,7.0,1.0,4.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.6192,2160.0
13,10.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,1.0,2.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.7697,5040.0
22,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,0.0,0.9878,215280.0
13,6.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,4.0,3,4.0,1.0,0.0,0.0,2.0,-999.0,0.7697,5040.0
13,7.0,1.0,5.0,1,2.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,1,2.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
13,7.0,1.0,2.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.7262,3840.0
13,6.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,2.0,3,3.0,2.0,-999.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,0.0,0.0,0.0,0.0,2.0,-999.0,0.9724,80640.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,2.0,0.0,2.0,3,3.0,4.0,0.0,0.0,1.0,-999.0,0.9594,50400.0
13,5.0,1.0,2.0,3,1.0,0.0,0.0,1.0,2.0,1.0,0.9796,115920.0
13,3.0,1.0,4.0,3,3.0,3.0,0.0,0.0,2.0,1.0,0.9387,30240.0
13,10.0,1.0,5.0,1,3.0,3.0,0.0,0.0,2.0,1.0,0.5354,1440.0
13,9.0,0.0,4.0,3,4.0,0.0,0.0,0.0,1.0,-999.0,0.5354,1440.0
13,6.0,1.0,5.0,1,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0
29,6.0,1.0,2.0,3,4.0,0.0,-999.0,-999.0,2.0,0.0,0.9989,3638880.0
13,10.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.9771,100800.0
13,5.0,1.0,5.0,3,0.0,0.0,0.0,0.0,2.0,-999.0,0.7697,5040.0
13,8.0,0.0,5.0,1,3.0,1.0,0.0,0.0,1.0,1.0,0.5354,1440.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,1.0,2.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
26,10.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,1.0,0.9989,3628800.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,4.0,3,4.0,0.0,0.0,1.0,1.0,-999.0,0.9694,71040.0
40,2.0,1.0,6.0,3,0.0,3.0,0.0,1.0,2.0,0.0,0.9971,1181520.0
13,-999.0,1.0,5.0,3,1.0,2.0,3.0,0.0,2.0,1.0,0.9833,147600.0
13,4.0,0.0,5.0,3,1.0,0.0,2.0,0.0,1.0,1.0,0.9687,69120.0
13,10.0,1.0,5.0,1,4.0,3.0,1.0,0.0,2.0,-999.0,0.9724,80640.0
13,9.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.6004,1968.0
13,8.0,0.0,5.0,3,2.0,0.0,2.0,0.0,1.0,1.0,0.9786,109200.0
13,8.0,1.0,5.0,1,4.0,1.0,1.0,0.0,2.0,1.0,0.9657,61920.0
13,5.0,0.0,4.0,3,1.0,1.0,0.0,0.0,1.0,-999.0,0.8948,15120.0
13,10.0,0.0,5.0,1,4.0,3.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,5.0,0.0,2.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.3117,480.0
13,9.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,0.0,2.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,4.0,0.0,0.0,1.0,1.0,0.7456,4320.0
13,8.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
39,8.0,0.0,6.0,3,3.0,0.0,0.0,1.0,1.0,1.0,0.9989,3631800.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,4.0,1.0,4.0,3,1.0,0.0,0.0,0.0,2.0,-999.0,0.9943,524160.0
13,8.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,6.0,1.0,4.0,3,4.0,1.0,0.0,0.0,2.0,1.0,0.819,7200.0
13,10.0,0.0,5.0,1,4.0,4.0,1.0,0.0,1.0,-999.0,0.981,126240.0
13,10.0,1.0,1.0,3,4.0,0.0,1.0,0.0,2.0,1.0,0.9962,846720.0
13,7.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
40,10.0,1.0,5.0,1,4.0,0.0,0.0,1.0,2.0,1.0,0.9451,34680.0
13,8.0,0.0,4.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.7456,4320.0
13,5.0,0.0,6.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.3117,480.0
13,1.0,1.0,5.0,3,1.0,3.0,0.0,0.0,2.0,-999.0,0.9514,40320.0
13,10.0,1.0,4.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.9322,26640.0
13,10.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,2.0,1.0,4.0,3,3.0,2.0,0.0,0.0,2.0,-999.0,0.9724,80640.0
13,9.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,7.0,0.0,5.0,3,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10.0,0.0,5.0,1,3.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22,4.0,1.0,6.0,3,1.0,3.0,0.0,0.0,2.0,0.0,0.998,1834560.0
13,8.0,1.0,4.0,2,1.0,1.0,3.0,0.0,2.0,-999.0,0.997,1149120.0
13,1.0,0.0,5.0,3,3.0,2.0,-999.0,0.0,1.0,-999.0,0.0,0.0
40,4.0,1.0,5.0,3,3.0,0.0,3.0,1.0,2.0,0.0,0.9799,118080.0
13,9.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,9.0,0.0,6.0,1,3.0,0.0,1.0,1.0,1.0,1.0,0.9833,147600.0
13,9.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,0.0,-999.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,7.0,3,3.0,0.0,0.0,1.0,2.0,1.0,0.9791,112320.0
13,5.0,0.0,5.0,3,3.0,4.0,3.0,1.0,1.0,1.0,0.9933,438000.0
13,10.0,1.0,4.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,0.0,5.0,1,4.0,4.0,0.0,0.0,1.0,1.0,0.5821,1800.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,1.0,1.0,6.0,3,3.0,2.0,0.0,1.0,2.0,1.0,0.942,32400.0
13,8.0,0.0,5.0,3,4.0,3.0,2.0,2.0,1.0,-999.0,0.996,803520.0
13,8.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,3.0,0.0,5.0,3,3.0,3.0,0.0,0.0,1.0,-999.0,0.2008,240.0
13,5.0,1.0,5.0,3,3.0,2.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,3,1.0,3.0,0.0,0.0,1.0,1.0,0.6192,2160.0
13,2.0,1.0,4.0,3,4.0,1.0,-999.0,0.0,2.0,-999.0,0.9132,19440.0
13,-999.0,1.0,4.0,1,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,2.0,0.0,2.0,-999.0,0.0,0.0
13,1.0,1.0,4.0,3,3.0,4.0,3.0,0.0,2.0,-999.0,0.9919,347760.0
13,4.0,1.0,2.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
13,5.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
0,-999.0,1.0,2.0,0,-999.0,-999.0,0.0,0.0,2.0,-999.0,0.9903,282240.0
13,6.0,0.0,1.0,3,3.0,0.0,0.0,-999.0,1.0,1.0,0.9916,332640.0
6,10.0,1.0,2.0,1,4.0,0.0,0.0,0.0,2.0,0.0,0.9782,107280.0
13,4.0,0.0,5.0,1,3.0,2.0,0.0,0.0,1.0,-999.0,0.9459,35280.0
13,5.0,1.0,5.0,3,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
32,10.0,0.0,5.0,1,-999.0,0.0,0.0,0.0,1.0,0.0,0.9934,443520.0
13,7.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,1.0,2.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,0.0,5.0,3,4.0,0.0,2.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,0.0,3.0,0.0,2.0,-999.0,0.9673,65520.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,1.0,3.0,0.0,0.0,1.0,1.0,0.5354,1440.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,-999.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,1.0,1.0,6.0,3,2.0,4.0,0.0,0.0,2.0,-999.0,0.9804,121680.0
13,7.0,1.0,4.0,3,3.0,3.0,0.0,0.0,2.0,1.0,0.9157,20160.0
13,9.0,0.0,5.0,1,4.0,3.0,-999.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,1.0,0.0,0.0,0.0,2.0,-999.0,0.5678,1680.0
13,10.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,2.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,1.0,0.0,2.0,1.0,0.8605,10368.0
13,5.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,0.0,4.0,3,3.0,2.0,0.0,0.0,1.0,1.0,0.9492,38160.0
13,6.0,0.0,5.0,1,3.0,1.0,0.0,0.0,1.0,1.0,0.3538,600.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,6.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.7831,5520.0
13,6.0,1.0,4.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,0.0,6.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.7543,4560.0
13,5.0,1.0,5.0,3,3.0,0.0,2.0,0.0,2.0,1.0,0.5354,1440.0
13,4.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,1.0,0.0,-999.0,1.0,1.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,1.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,7.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,2.0,3,4.0,0.0,-999.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,1,2.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,2.0,3,3.0,0.0,-999.0,0.0,1.0,1.0,0.0,0.0
13,4.0,1.0,6.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,5.0,1.0,4.0,3,3.0,4.0,0.0,0.0,2.0,-999.0,0.9788,110880.0
13,9.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,-999.0,0.0,0.0,1.0,-999.0,0.0,0.0
