Combination,Unique Rows,Unique Rows Excluding Columns,Score
"Race, EduYrsEstCap, Sex, Height_W1, AgeMRI_W1",442,425,0.06334841628959276
"Race, EduYrsEstCap, Sex, Height_W1, Weight_W1",411,453,0.0
"Race, EduYrsEstCap, Sex, Height_W1, BMI_W1",411,451,0.004866180048661801
"Race, EduYrsEstCap, Sex, AgeMRI_W1, Weight_W1",454,425,0.06167400881057269
"Race, EduYrsEstCap, Sex, AgeMRI_W1, BMI_W1",456,425,0.06140350877192982
"Race, EduYrsEstCap, Sex, Weight_W1, BMI_W1",411,447,0.014598540145985401
"Race, EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1",442,430,0.05203619909502263
"Race, EduYrsEstCap, Ethnicity, Height_W1, Weight_W1",403,453,0.0
"Race, EduYrsEstCap, Ethnicity, Height_W1, BMI_W1",403,451,0.004962779156327543
"Race, EduYrsEstCap, Ethnicity, AgeMRI_W1, Weight_W1",452,430,0.05088495575221239
"Race, EduYrsEstCap, Ethnicity, AgeMRI_W1, BMI_W1",456,430,0.05043859649122807
"Race, EduYrsEstCap, Ethnicity, Weight_W1, BMI_W1",403,449,0.009925558312655087
"Race, EduYrsEstCap, Height_W1, AgeMRI_W1, Weight_W1",456,430,0.05043859649122807
"Race, EduYrsEstCap, Height_W1, AgeMRI_W1, BMI_W1",456,371,0.17982456140350878
"Race, EduYrsEstCap, Height_W1, Weight_W1, BMI_W1",403,388,0.16129032258064516
"Race, EduYrsEstCap, AgeMRI_W1, Weight_W1, BMI_W1",456,281,0.37719298245614036
"Race, HandednessScore, EduComp, Sex, Ethnicity",117,456,-0.02564102564102564
"Race, HandednessScore, EduComp, Sex, Height_W1",293,456,-0.010238907849829351
"Race, HandednessScore, EduComp, Sex, AgeMRI_W1",400,389,0.16
"Race, HandednessScore, EduComp, Sex, Weight_W1",374,456,-0.008021390374331552
"Race, HandednessScore, EduComp, Sex, BMI_W1",435,456,-0.006896551724137931
"Race, HandednessScore, EduComp, Ethnicity, Height_W1",280,456,-0.010714285714285714
"Race, HandednessScore, EduComp, Ethnicity, AgeMRI_W1",376,398,0.14627659574468085
"Race, HandednessScore, EduComp, Ethnicity, Weight_W1",365,456,-0.00821917808219178
"Race, HandednessScore, EduComp, Ethnicity, BMI_W1",431,456,-0.0069605568445475635
"Race, HandednessScore, EduComp, Height_W1, AgeMRI_W1",447,402,0.11409395973154363
"Race, HandednessScore, EduComp, Height_W1, Weight_W1",431,456,-0.0069605568445475635
"Race, HandednessScore, EduComp, Height_W1, BMI_W1",431,454,-0.002320185614849188
"Race, HandednessScore, EduComp, AgeMRI_W1, Weight_W1",451,402,0.1130820399113082
"Race, HandednessScore, EduComp, AgeMRI_W1, BMI_W1",453,402,0.11258278145695365
"Race, HandednessScore, EduComp, Weight_W1, BMI_W1",431,438,0.03480278422273782
"Race, HandednessScore, Sex, Ethnicity, Height_W1",169,456,-0.01775147928994083
"Race, HandednessScore, Sex, Ethnicity, AgeMRI_W1",318,389,0.20125786163522014
"Race, HandednessScore, Sex, Ethnicity, Weight_W1",288,456,-0.010416666666666666
"Race, HandednessScore, Sex, Ethnicity, BMI_W1",422,456,-0.0071090047393364926
"Race, HandednessScore, Sex, Height_W1, AgeMRI_W1",433,393,0.13856812933025403
"Race, HandednessScore, Sex, Height_W1, Weight_W1",420,456,-0.007142857142857143
"Race, HandednessScore, Sex, Height_W1, BMI_W1",420,452,0.002380952380952381
"Race, HandednessScore, Sex, AgeMRI_W1, Weight_W1",447,393,0.1342281879194631
"Race, HandednessScore, Sex, AgeMRI_W1, BMI_W1",453,393,0.13245033112582782
"Race, HandednessScore, Sex, Weight_W1, BMI_W1",420,440,0.030952380952380953
"Race, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1",430,400,0.12325581395348838
"Race, HandednessScore, Ethnicity, Height_W1, Weight_W1",416,456,-0.007211538461538462
"Race, HandednessScore, Ethnicity, Height_W1, BMI_W1",416,454,-0.002403846153846154
"Race, HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1",445,400,0.11910112359550562
"Race, HandednessScore, Ethnicity, AgeMRI_W1, BMI_W1",453,400,0.11699779249448124
"Race, HandednessScore, Ethnicity, Weight_W1, BMI_W1",416,442,0.026442307692307692
"Race, HandednessScore, Height_W1, AgeMRI_W1, Weight_W1",453,402,0.11258278145695365
"Race, HandednessScore, Height_W1, AgeMRI_W1, BMI_W1",453,250,0.4481236203090508
"Race, HandednessScore, Height_W1, Weight_W1, BMI_W1",414,285,0.4057971014492754
"Race, HandednessScore, AgeMRI_W1, Weight_W1, BMI_W1",453,121,0.7328918322295805
"Race, EduComp, Sex, Ethnicity, Height_W1",115,453,0.0
"Race, EduComp, Sex, Ethnicity, AgeMRI_W1",257,434,0.07392996108949416
"Race, EduComp, Sex, Ethnicity, Weight_W1",248,453,0.0
"Race, EduComp, Sex, Ethnicity, BMI_W1",389,453,0.0
"Race, EduComp, Sex, Height_W1, AgeMRI_W1",436,434,0.04357798165137615
"Race, EduComp, Sex, Height_W1, Weight_W1",389,453,0.0
"Race, EduComp, Sex, Height_W1, BMI_W1",389,453,0.0
"Race, EduComp, Sex, AgeMRI_W1, Weight_W1",448,434,0.04241071428571429
"Race, EduComp, Sex, AgeMRI_W1, BMI_W1",456,434,0.041666666666666664
"Race, EduComp, Sex, Weight_W1, BMI_W1",389,449,0.010282776349614395
"Race, EduComp, Ethnicity, Height_W1, AgeMRI_W1",436,439,0.03211009174311927
"Race, EduComp, Ethnicity, Height_W1, Weight_W1",381,453,0.0
"Race, EduComp, Ethnicity, Height_W1, BMI_W1",381,453,0.0
"Race, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",448,439,0.03125
"Race, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",456,439,0.03070175438596491
"Race, EduComp, Ethnicity, Weight_W1, BMI_W1",381,449,0.010498687664041995
"Race, EduComp, Height_W1, AgeMRI_W1, Weight_W1",456,439,0.03070175438596491
"Race, EduComp, Height_W1, AgeMRI_W1, BMI_W1",456,383,0.15350877192982457
"Race, EduComp, Height_W1, Weight_W1, BMI_W1",379,407,0.12137203166226913
"Race, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",456,303,0.32894736842105265
"Race, Sex, Ethnicity, Height_W1, AgeMRI_W1",341,434,0.05571847507331378
"Race, Sex, Ethnicity, Height_W1, Weight_W1",298,453,0.0
"Race, Sex, Ethnicity, Height_W1, BMI_W1",298,453,0.0
"Race, Sex, Ethnicity, AgeMRI_W1, Weight_W1",434,434,0.04377880184331797
"Race, Sex, Ethnicity, AgeMRI_W1, BMI_W1",454,434,0.04185022026431718
"Race, Sex, Ethnicity, Weight_W1, BMI_W1",298,449,0.013422818791946308
"Race, Sex, Height_W1, AgeMRI_W1, Weight_W1",452,434,0.0420353982300885
"Race, Sex, Height_W1, AgeMRI_W1, BMI_W1",452,375,0.17256637168141592
"Race, Sex, Height_W1, Weight_W1, BMI_W1",293,393,0.20477815699658702
"Race, Sex, AgeMRI_W1, Weight_W1, BMI_W1",452,302,0.334070796460177
"Race, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",454,439,0.030837004405286344
"Race, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",454,386,0.14757709251101322
"Race, Ethnicity, Height_W1, Weight_W1, BMI_W1",282,411,0.14893617021276595
"Race, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",454,313,0.30837004405286345
"Race, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",452,114,0.75
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity",114,452,0.008771929824561403
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1",313,454,-0.003194888178913738
"EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1",411,282,0.41605839416058393
"EduYrsEstCap, HandednessScore, EduComp, Sex, Weight_W1",386,454,-0.0025906735751295338
"EduYrsEstCap, HandednessScore, EduComp, Sex, BMI_W1",439,454,-0.002277904328018223
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1",302,452,0.0033112582781456954
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1",393,293,0.4071246819338422
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Weight_W1",375,452,0.0026666666666666666
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, BMI_W1",434,452,0.002304147465437788
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1",449,298,0.34521158129175944
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, Weight_W1",434,454,-0.002304147465437788
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, BMI_W1",434,434,0.04377880184331797
"EduYrsEstCap, HandednessScore, EduComp, AgeMRI_W1, Weight_W1",453,298,0.34216335540838855
"EduYrsEstCap, HandednessScore, EduComp, AgeMRI_W1, BMI_W1",453,298,0.34216335540838855
"EduYrsEstCap, HandednessScore, EduComp, Weight_W1, BMI_W1",434,341,0.25806451612903225
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1",303,456,-0.009900990099009901
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1",407,379,0.18181818181818182
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Weight_W1",383,456,-0.007832898172323759
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, BMI_W1",439,456,-0.00683371298405467
"EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1",449,381,0.1603563474387528
"EduYrsEstCap, HandednessScore, Sex, Height_W1, Weight_W1",439,456,-0.00683371298405467
"EduYrsEstCap, HandednessScore, Sex, Height_W1, BMI_W1",439,448,0.011389521640091117
"EduYrsEstCap, HandednessScore, Sex, AgeMRI_W1, Weight_W1",453,381,0.15894039735099338
"EduYrsEstCap, HandednessScore, Sex, AgeMRI_W1, BMI_W1",453,381,0.15894039735099338
"EduYrsEstCap, HandednessScore, Sex, Weight_W1, BMI_W1",439,436,0.0387243735763098
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1",449,389,0.14253897550111358
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, Weight_W1",434,456,-0.0069124423963133645
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, BMI_W1",434,448,0.01152073732718894
"EduYrsEstCap, HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1",453,389,0.141280353200883
"EduYrsEstCap, HandednessScore, Ethnicity, AgeMRI_W1, BMI_W1",453,389,0.141280353200883
"EduYrsEstCap, HandednessScore, Ethnicity, Weight_W1, BMI_W1",434,436,0.03917050691244239
"EduYrsEstCap, HandednessScore, Height_W1, AgeMRI_W1, Weight_W1",453,389,0.141280353200883
"EduYrsEstCap, HandednessScore, Height_W1, AgeMRI_W1, BMI_W1",453,248,0.45253863134657835
"EduYrsEstCap, HandednessScore, Height_W1, Weight_W1, BMI_W1",434,257,0.45161290322580644
"EduYrsEstCap, HandednessScore, AgeMRI_W1, Weight_W1, BMI_W1",453,115,0.7461368653421634
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1",121,453,0.0
"EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1",285,414,0.1368421052631579
"EduYrsEstCap, EduComp, Sex, Ethnicity, Weight_W1",250,453,0.0
"EduYrsEstCap, EduComp, Sex, Ethnicity, BMI_W1",402,453,0.0
"EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1",442,416,0.083710407239819
"EduYrsEstCap, EduComp, Sex, Height_W1, Weight_W1",400,453,0.0
"EduYrsEstCap, EduComp, Sex, Height_W1, BMI_W1",400,445,0.02
"EduYrsEstCap, EduComp, Sex, AgeMRI_W1, Weight_W1",454,416,0.08149779735682819
"EduYrsEstCap, EduComp, Sex, AgeMRI_W1, BMI_W1",456,416,0.08114035087719298
"EduYrsEstCap, EduComp, Sex, Weight_W1, BMI_W1",400,430,0.0575
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1",440,420,0.075
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, Weight_W1",393,453,0.0
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, BMI_W1",393,447,0.015267175572519083
"EduYrsEstCap, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",452,420,0.07300884955752213
"EduYrsEstCap, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",456,420,0.07236842105263158
"EduYrsEstCap, EduComp, Ethnicity, Weight_W1, BMI_W1",393,433,0.05089058524173028
"EduYrsEstCap, EduComp, Height_W1, AgeMRI_W1, Weight_W1",456,422,0.06798245614035088
"EduYrsEstCap, EduComp, Height_W1, AgeMRI_W1, BMI_W1",456,288,0.3618421052631579
"EduYrsEstCap, EduComp, Height_W1, Weight_W1, BMI_W1",389,318,0.34704370179948585
"EduYrsEstCap, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",456,169,0.6228070175438597
"EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1",438,431,0.0502283105022831
"EduYrsEstCap, Sex, Ethnicity, Height_W1, Weight_W1",402,453,0.0
"EduYrsEstCap, Sex, Ethnicity, Height_W1, BMI_W1",402,451,0.004975124378109453
"EduYrsEstCap, Sex, Ethnicity, AgeMRI_W1, Weight_W1",454,431,0.048458149779735685
"EduYrsEstCap, Sex, Ethnicity, AgeMRI_W1, BMI_W1",456,431,0.04824561403508772
"EduYrsEstCap, Sex, Ethnicity, Weight_W1, BMI_W1",402,447,0.014925373134328358
"EduYrsEstCap, Sex, Height_W1, AgeMRI_W1, Weight_W1",456,431,0.04824561403508772
"EduYrsEstCap, Sex, Height_W1, AgeMRI_W1, BMI_W1",456,365,0.19298245614035087
"EduYrsEstCap, Sex, Height_W1, Weight_W1, BMI_W1",398,376,0.1934673366834171
"EduYrsEstCap, Sex, AgeMRI_W1, Weight_W1, BMI_W1",456,280,0.3793859649122807
"EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,435,0.039473684210526314
"EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,374,0.17324561403508773
"EduYrsEstCap, Ethnicity, Height_W1, Weight_W1, BMI_W1",389,400,0.13624678663239073
"EduYrsEstCap, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,293,0.3508771929824561
"EduYrsEstCap, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,117,0.7368421052631579
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1",281,456,-0.010676156583629894
"HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1",388,403,0.12886597938144329
"HandednessScore, EduComp, Sex, Ethnicity, Weight_W1",371,456,-0.008086253369272238
"HandednessScore, EduComp, Sex, Ethnicity, BMI_W1",430,456,-0.0069767441860465115
"HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1",449,403,0.111358574610245
"HandednessScore, EduComp, Sex, Height_W1, Weight_W1",430,456,-0.0069767441860465115
"HandednessScore, EduComp, Sex, Height_W1, BMI_W1",430,452,0.002325581395348837
"HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1",451,403,0.11086474501108648
"HandednessScore, EduComp, Sex, AgeMRI_W1, BMI_W1",453,403,0.11037527593818984
"HandednessScore, EduComp, Sex, Weight_W1, BMI_W1",430,442,0.02558139534883721
"HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1",447,411,0.09395973154362416
"HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1",425,456,-0.007058823529411765
"HandednessScore, EduComp, Ethnicity, Height_W1, BMI_W1",425,454,-0.002352941176470588
"HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",451,411,0.09312638580931264
"HandednessScore, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",453,411,0.09271523178807947
"HandednessScore, EduComp, Ethnicity, Weight_W1, BMI_W1",425,442,0.02588235294117647
"HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1",453,409,0.09713024282560706
"HandednessScore, EduComp, Height_W1, AgeMRI_W1, BMI_W1",453,272,0.3995584988962472
"HandednessScore, EduComp, Height_W1, Weight_W1, BMI_W1",425,290,0.3835294117647059
"HandednessScore, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",453,146,0.6777041942604857
"HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1",430,405,0.11162790697674418
"HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1",417,456,-0.007194244604316547
"HandednessScore, Sex, Ethnicity, Height_W1, BMI_W1",417,450,0.007194244604316547
"HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1",447,405,0.10738255033557047
"HandednessScore, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,405,0.10596026490066225
"HandednessScore, Sex, Ethnicity, Weight_W1, BMI_W1",417,444,0.02158273381294964
"HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,401,0.11479028697571744
"HandednessScore, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,244,0.4613686534216336
"HandednessScore, Sex, Height_W1, Weight_W1, BMI_W1",415,241,0.5108433734939759
"HandednessScore, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,145,0.6799116997792495
"HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,411,0.09271523178807947
"HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,280,0.3818984547461369
"HandednessScore, Ethnicity, Height_W1, Weight_W1, BMI_W1",410,297,0.3804878048780488
"HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,159,0.6490066225165563
"HandednessScore, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,44,0.9028697571743929
"EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",437,439,0.032036613272311214
"EduComp, Sex, Ethnicity, Height_W1, Weight_W1",376,453,0.0
"EduComp, Sex, Ethnicity, Height_W1, BMI_W1",376,453,0.0
"EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",450,439,0.03111111111111111
"EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",456,439,0.03070175438596491
"EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",376,449,0.010638297872340425
"EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",456,439,0.03070175438596491
"EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",456,383,0.15350877192982457
"EduComp, Sex, Height_W1, Weight_W1, BMI_W1",370,391,0.16756756756756758
"EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",456,309,0.3157894736842105
"EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,443,0.021929824561403508
"EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,391,0.13596491228070176
"EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",363,411,0.11570247933884298
"EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,318,0.29605263157894735
"EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,142,0.6820175438596491
"Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",450,439,0.03111111111111111
"Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",450,382,0.15777777777777777
"Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",271,396,0.21033210332103322
"Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",450,317,0.3022222222222222
"Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",448,104,0.7790178571428571
"Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",450,145,0.6844444444444444
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity",151,448,0.033112582781456956
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1",333,450,0.009009009009009009
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1",415,255,0.4771084337349398
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Weight_W1",397,450,0.007556675062972292
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, BMI_W1",443,450,0.006772009029345372
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1",323,448,0.015479876160990712
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1",396,260,0.48737373737373735
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Weight_W1",389,448,0.012853470437017995
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, BMI_W1",439,448,0.011389521640091117
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1",449,271,0.4053452115812918
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, Weight_W1",439,450,0.00683371298405467
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, BMI_W1",439,423,0.0683371298405467
"Race, EduYrsEstCap, HandednessScore, EduComp, AgeMRI_W1, Weight_W1",453,271,0.40176600441501104
"Race, EduYrsEstCap, HandednessScore, EduComp, AgeMRI_W1, BMI_W1",453,271,0.40176600441501104
"Race, EduYrsEstCap, HandednessScore, EduComp, Weight_W1, BMI_W1",439,314,0.31662870159453305
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1",326,456,-0.009202453987730062
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1",411,357,0.23357664233576642
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Weight_W1",396,456,-0.007575757575757576
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, BMI_W1",443,456,-0.006772009029345372
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1",449,363,0.20044543429844097
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, Weight_W1",443,456,-0.006772009029345372
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, BMI_W1",443,448,0.011286681715575621
"Race, EduYrsEstCap, HandednessScore, Sex, AgeMRI_W1, Weight_W1",453,363,0.1986754966887417
"Race, EduYrsEstCap, HandednessScore, Sex, AgeMRI_W1, BMI_W1",453,363,0.1986754966887417
"Race, EduYrsEstCap, HandednessScore, Sex, Weight_W1, BMI_W1",443,431,0.04966139954853273
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1",449,370,0.18485523385300667
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, Weight_W1",439,456,-0.00683371298405467
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, BMI_W1",439,448,0.011389521640091117
"Race, EduYrsEstCap, HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1",453,370,0.18322295805739514
"Race, EduYrsEstCap, HandednessScore, Ethnicity, AgeMRI_W1, BMI_W1",453,370,0.18322295805739514
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Weight_W1, BMI_W1",439,431,0.05011389521640091
"Race, EduYrsEstCap, HandednessScore, Height_W1, AgeMRI_W1, Weight_W1",453,374,0.17439293598233996
"Race, EduYrsEstCap, HandednessScore, Height_W1, AgeMRI_W1, BMI_W1",453,203,0.5518763796909493
"Race, EduYrsEstCap, HandednessScore, Height_W1, Weight_W1, BMI_W1",439,230,0.5079726651480638
"Race, EduYrsEstCap, HandednessScore, AgeMRI_W1, Weight_W1, BMI_W1",453,68,0.8498896247240618
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1",166,453,0.0
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1",305,408,0.14754098360655737
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Weight_W1",286,453,0.0
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, BMI_W1",411,453,0.0
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1",446,410,0.09641255605381166
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, Weight_W1",413,453,0.0
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, BMI_W1",413,443,0.024213075060532687
"Race, EduYrsEstCap, EduComp, Sex, AgeMRI_W1, Weight_W1",454,410,0.0947136563876652
"Race, EduYrsEstCap, EduComp, Sex, AgeMRI_W1, BMI_W1",456,410,0.09429824561403509
"Race, EduYrsEstCap, EduComp, Sex, Weight_W1, BMI_W1",413,424,0.07021791767554479
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1",446,415,0.08520179372197309
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, Weight_W1",405,453,0.0
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, BMI_W1",405,447,0.014814814814814815
"Race, EduYrsEstCap, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",452,415,0.084070796460177
"Race, EduYrsEstCap, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",456,415,0.08333333333333333
"Race, EduYrsEstCap, EduComp, Ethnicity, Weight_W1, BMI_W1",405,429,0.05925925925925926
"Race, EduYrsEstCap, EduComp, Height_W1, AgeMRI_W1, Weight_W1",456,415,0.08333333333333333
"Race, EduYrsEstCap, EduComp, Height_W1, AgeMRI_W1, BMI_W1",456,271,0.3991228070175439
"Race, EduYrsEstCap, EduComp, Height_W1, Weight_W1, BMI_W1",405,297,0.3851851851851852
"Race, EduYrsEstCap, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",456,134,0.6995614035087719
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1",444,425,0.06306306306306306
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, Weight_W1",411,453,0.0
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, BMI_W1",411,451,0.004866180048661801
"Race, EduYrsEstCap, Sex, Ethnicity, AgeMRI_W1, Weight_W1",454,425,0.06167400881057269
"Race, EduYrsEstCap, Sex, Ethnicity, AgeMRI_W1, BMI_W1",456,425,0.06140350877192982
"Race, EduYrsEstCap, Sex, Ethnicity, Weight_W1, BMI_W1",411,447,0.014598540145985401
"Race, EduYrsEstCap, Sex, Height_W1, AgeMRI_W1, Weight_W1",456,425,0.06140350877192982
"Race, EduYrsEstCap, Sex, Height_W1, AgeMRI_W1, BMI_W1",456,348,0.23026315789473684
"Race, EduYrsEstCap, Sex, Height_W1, Weight_W1, BMI_W1",411,363,0.21897810218978103
"Race, EduYrsEstCap, Sex, AgeMRI_W1, Weight_W1, BMI_W1",456,254,0.43640350877192985
"Race, EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,430,0.05043859649122807
"Race, EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,363,0.19736842105263158
"Race, EduYrsEstCap, Ethnicity, Height_W1, Weight_W1, BMI_W1",403,386,0.1662531017369727
"Race, EduYrsEstCap, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,269,0.40350877192982454
"Race, EduYrsEstCap, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,78,0.8223684210526315
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1",300,456,-0.01
"Race, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1",400,385,0.17
"Race, HandednessScore, EduComp, Sex, Ethnicity, Weight_W1",381,456,-0.007874015748031496
"Race, HandednessScore, EduComp, Sex, Ethnicity, BMI_W1",435,456,-0.006896551724137931
"Race, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1",449,389,0.14253897550111358
"Race, HandednessScore, EduComp, Sex, Height_W1, Weight_W1",435,456,-0.006896551724137931
"Race, HandednessScore, EduComp, Sex, Height_W1, BMI_W1",435,452,0.0022988505747126436
