Combination,Unique Rows,Unique Rows Excluding Columns,Score
"Race, HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1",451,389,0.1419068736141907
"Race, HandednessScore, EduComp, Sex, AgeMRI_W1, BMI_W1",453,389,0.141280353200883
"Race, HandednessScore, EduComp, Sex, Weight_W1, BMI_W1",435,434,0.04367816091954023
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1",447,398,0.12304250559284116
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1",431,456,-0.0069605568445475635
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, BMI_W1",431,454,-0.002320185614849188
"Race, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",451,398,0.12195121951219512
"Race, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",453,398,0.12141280353200883
"Race, HandednessScore, EduComp, Ethnicity, Weight_W1, BMI_W1",431,436,0.03944315545243619
"Race, HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1",453,400,0.11699779249448124
"Race, HandednessScore, EduComp, Height_W1, AgeMRI_W1, BMI_W1",453,234,0.48344370860927155
"Race, HandednessScore, EduComp, Height_W1, Weight_W1, BMI_W1",431,269,0.42691415313225056
"Race, HandednessScore, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",453,102,0.7748344370860927
"Race, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1",434,389,0.14746543778801843
"Race, HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1",422,456,-0.0071090047393364926
"Race, HandednessScore, Sex, Ethnicity, Height_W1, BMI_W1",422,450,0.0071090047393364926
"Race, HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1",447,389,0.14317673378076062
"Race, HandednessScore, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,389,0.141280353200883
"Race, HandednessScore, Sex, Ethnicity, Weight_W1, BMI_W1",422,438,0.035545023696682464
"Race, HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,389,0.141280353200883
"Race, HandednessScore, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,203,0.5518763796909493
"Race, HandednessScore, Sex, Height_W1, Weight_W1, BMI_W1",420,218,0.5595238095238095
"Race, HandednessScore, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,97,0.7858719646799117
"Race, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,398,0.12141280353200883
"Race, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,240,0.47019867549668876
"Race, HandednessScore, Ethnicity, Height_W1, Weight_W1, BMI_W1",416,269,0.4423076923076923
"Race, HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,103,0.7726269315673289
"Race, HandednessScore, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,17,0.9624724061810155
"Race, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",440,434,0.04318181818181818
"Race, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",391,453,0.0
"Race, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",391,453,0.0
"Race, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",450,434,0.042222222222222223
"Race, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",456,434,0.041666666666666664
"Race, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",391,449,0.010230179028132993
"Race, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",456,434,0.041666666666666664
"Race, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",456,365,0.19298245614035087
"Race, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",389,386,0.17223650385604114
"Race, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",456,282,0.375
"Race, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,439,0.03070175438596491
"Race, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,378,0.16447368421052633
"Race, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",381,407,0.12073490813648294
"Race, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,294,0.34868421052631576
"Race, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,100,0.7741228070175439
"Race, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",454,434,0.04185022026431718
"Race, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",454,367,0.1894273127753304
"Race, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",298,389,0.21476510067114093
"Race, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",454,294,0.3502202643171806
"Race, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",452,72,0.8429203539823009
"Race, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",454,95,0.788546255506608
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1",322,452,0.003105590062111801
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1",411,277,0.4282238442822384
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Weight_W1",391,452,0.0025575447570332483
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, BMI_W1",439,452,0.002277904328018223
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1",449,282,0.38084632516703787
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, Weight_W1",439,454,-0.002277904328018223
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, BMI_W1",439,420,0.07517084282460136
"EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1",453,282,0.37748344370860926
"EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1, BMI_W1",453,282,0.37748344370860926
"EduYrsEstCap, HandednessScore, EduComp, Sex, Weight_W1, BMI_W1",439,329,0.2824601366742597
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1",449,293,0.35634743875278396
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1",434,452,0.002304147465437788
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, BMI_W1",434,433,0.04608294930875576
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",453,293,0.35320088300220753
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",453,293,0.35320088300220753
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Weight_W1, BMI_W1",434,336,0.2695852534562212
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1",453,287,0.36644591611479027
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1, BMI_W1",453,134,0.7041942604856513
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, Weight_W1, BMI_W1",434,85,0.847926267281106
"EduYrsEstCap, HandednessScore, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",453,52,0.8852097130242825
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1",449,379,0.16481069042316257
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1",439,456,-0.00683371298405467
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, BMI_W1",439,444,0.02050113895216401
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1",453,379,0.16335540838852097
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,379,0.16335540838852097
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Weight_W1, BMI_W1",439,432,0.04783599088838269
"EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,377,0.16777041942604856
"EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,211,0.5342163355408388
"EduYrsEstCap, HandednessScore, Sex, Height_W1, Weight_W1, BMI_W1",439,180,0.621867881548975
"EduYrsEstCap, HandednessScore, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,94,0.7924944812362031
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,387,0.1456953642384106
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,241,0.46799116997792495
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, Weight_W1, BMI_W1",434,246,0.4769585253456221
"EduYrsEstCap, HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,107,0.7637969094922737
"EduYrsEstCap, HandednessScore, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,26,0.9426048565121413
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",444,414,0.08783783783783784
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",404,453,0.0
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",404,445,0.019801980198019802
"EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",454,414,0.08590308370044053
"EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",456,414,0.08552631578947369
"EduYrsEstCap, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",404,429,0.0594059405940594
"EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",456,414,0.08552631578947369
"EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",456,250,0.4451754385964912
"EduYrsEstCap, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",400,262,0.4775
"EduYrsEstCap, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",456,143,0.6798245614035088
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,420,0.07236842105263158
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,280,0.3793859649122807
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",393,311,0.361323155216285
"EduYrsEstCap, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,161,0.6403508771929824
"EduYrsEstCap, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,53,0.8771929824561403
"EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,431,0.04824561403508772
"EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,356,0.21271929824561403
"EduYrsEstCap, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",402,376,0.19154228855721392
"EduYrsEstCap, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,273,0.39473684210526316
"EduYrsEstCap, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,84,0.8092105263157895
"EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,109,0.7543859649122807
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",449,403,0.111358574610245
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",430,456,-0.0069767441860465115
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",430,450,0.0069767441860465115
"HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",451,403,0.11086474501108648
"HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,403,0.11037527593818984
"HandednessScore, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",430,440,0.030232558139534883
"HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,399,0.11920529801324503
"HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,228,0.4966887417218543
"HandednessScore, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",430,222,0.5372093023255814
"HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,127,0.7196467991169978
"HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,409,0.09713024282560706
"HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,264,0.41721854304635764
"HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",425,281,0.4047058823529412
"HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,137,0.6975717439293598
"HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,40,0.9116997792494481
"HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,401,0.11479028697571744
"HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,238,0.4746136865342163
"HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",417,233,0.5275779376498801
"HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,138,0.695364238410596
"HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,31,0.9315673289183223
"HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,38,0.9161147902869757
"EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,439,0.03070175438596491
"EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,376,0.16885964912280702
"EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",376,391,0.16489361702127658
"EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,299,0.33771929824561403
"EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,94,0.7872807017543859
"EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,137,0.6929824561403509
"Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",450,97,0.7911111111111111
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1",339,448,0.014749262536873156
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1",415,243,0.5060240963855421
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Weight_W1",402,448,0.012437810945273632
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, BMI_W1",443,448,0.011286681715575621
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1",449,255,0.44097995545657015
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, Weight_W1",443,450,0.006772009029345372
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, BMI_W1",443,405,0.10835214446952596
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1",453,255,0.4370860927152318
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1, BMI_W1",453,255,0.4370860927152318
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Weight_W1, BMI_W1",443,294,0.35891647855530473
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1",449,260,0.4298440979955457
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1",439,448,0.011389521640091117
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, BMI_W1",439,422,0.07061503416856492
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1",453,260,0.4260485651214128
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, BMI_W1",453,260,0.4260485651214128
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Weight_W1, BMI_W1",439,304,0.33940774487471526
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1",453,262,0.4216335540838852
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1, BMI_W1",453,78,0.8278145695364238
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, Weight_W1, BMI_W1",439,42,0.9362186788154897
"Race, EduYrsEstCap, HandednessScore, EduComp, AgeMRI_W1, Weight_W1, BMI_W1",453,16,0.9646799116997793
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1",449,357,0.21380846325167038
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1",443,456,-0.006772009029345372
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, BMI_W1",443,444,0.020316027088036117
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1",453,357,0.2119205298013245
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,357,0.2119205298013245
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Weight_W1, BMI_W1",443,423,0.06772009029345373
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,359,0.20750551876379691
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,159,0.6490066225165563
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, Weight_W1, BMI_W1",443,149,0.6862302483069977
"Race, EduYrsEstCap, HandednessScore, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,44,0.9028697571743929
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,368,0.18763796909492272
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,190,0.5805739514348786
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, Weight_W1, BMI_W1",439,208,0.5580865603644647
"Race, EduYrsEstCap, HandednessScore, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,52,0.8852097130242825
"Race, EduYrsEstCap, HandednessScore, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,4,0.9911699779249448
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",448,408,0.10044642857142858
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",413,453,0.0
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",413,443,0.024213075060532687
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",454,408,0.09911894273127753
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",456,408,0.09868421052631579
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",413,423,0.07263922518159806
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",456,406,0.10307017543859649
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",456,222,0.506578947368421
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",413,235,0.5278450363196125
"Race, EduYrsEstCap, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",456,106,0.7609649122807017
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,413,0.08771929824561403
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,262,0.41885964912280704
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",405,280,0.4271604938271605
"Race, EduYrsEstCap, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,119,0.7324561403508771
"Race, EduYrsEstCap, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,21,0.9473684210526315
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,425,0.06140350877192982
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,337,0.2543859649122807
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",411,357,0.23357664233576642
"Race, EduYrsEstCap, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,243,0.4605263157894737
"Race, EduYrsEstCap, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,46,0.8925438596491229
"Race, EduYrsEstCap, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,59,0.8640350877192983
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",449,385,0.1514476614699332
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",435,456,-0.006896551724137931
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",435,450,0.006896551724137931
"Race, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",451,385,0.15077605321507762
"Race, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,385,0.15011037527593818
"Race, HandednessScore, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",435,432,0.04827586206896552
"Race, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,385,0.15011037527593818
"Race, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,184,0.5938189845474614
"Race, HandednessScore, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",435,196,0.5908045977011495
"Race, HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,80,0.8233995584988962
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,396,0.12582781456953643
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,222,0.5099337748344371
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",431,249,0.4733178654292343
"Race, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,82,0.8189845474613686
"Race, HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,11,0.9757174392935982
"Race, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,385,0.15011037527593818
"Race, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,194,0.5717439293598234
"Race, HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",422,196,0.6090047393364929
"Race, HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,83,0.8167770419426048
"Race, HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,12,0.9735099337748344
"Race, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,7,0.9845474613686535
"Race, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,434,0.041666666666666664
"Race, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,357,0.21052631578947367
"Race, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",391,382,0.1815856777493606
"Race, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,272,0.3969298245614035
"Race, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,55,0.8728070175438597
"Race, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,82,0.8135964912280702
"Race, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",454,56,0.8744493392070485
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",449,277,0.39198218262806234
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",439,452,0.002277904328018223
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",439,415,0.08656036446469248
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",453,277,0.38852097130242824
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,277,0.38852097130242824
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",439,324,0.2938496583143508
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,272,0.3995584988962472
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,109,0.7593818984547461
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",439,56,0.9043280182232346
"EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,47,0.8962472406181016
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,282,0.37748344370860926
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,124,0.7262693156732892
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",434,76,0.868663594470046
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,47,0.8962472406181016
"EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,3,0.9933774834437086
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,375,0.17218543046357615
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,201,0.5562913907284768
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",439,169,0.6469248291571754
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,87,0.8079470198675497
"EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,17,0.9624724061810155
"EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,21,0.9536423841059603
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,412,0.08991228070175439
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,241,0.4649122807017544
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",404,253,0.49504950495049505
"EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,133,0.7017543859649122
"EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,33,0.9210526315789473
"EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,47,0.8903508771929824
"EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,76,0.8267543859649122
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,399,0.11920529801324503
