,Race,EduYrsEstCap,HandednessScore,EduComp,Sex,Ethnicity,Height_W1,AgeMRI_W1,Weight_W1,BMI_W1,RIG
392,5.050626073069968,3.273018494406416,4.273018494406416,1.5004289905094885,1.3903754450445747,0.08649152562697364,4.15754127698648,6.050626073069968,4.68805599368526,8.857980995127573,39.32816336193312
122,5.273018494406416,3.273018494406416,1.6780719051126378,1.5004289905094885,1.3903754450445747,4.2141248053528475,3.6100534816839867,6.050626073069968,4.465663572348812,7.857980995127572,39.31336225706272
248,0.23227215206310664,1.857980995127572,3.5360529002402097,3.3661278987978975,1.3903754450445747,0.08649152562697364,5.53605290024021,5.53605290024021,8.857980995127573,8.857980995127573,39.257368707635905
36,5.050626073069968,3.273018494406416,3.5360529002402097,1.5004289905094885,1.3903754450445747,0.08649152562697364,3.6100534816839867,6.53605290024021,5.398549376490275,8.857980995127573,39.239630182439676
325,0.23227215206310664,1.857980995127572,7.273018494406416,1.9631632318196284,0.6930740684518844,0.08649152562697364,7.273018494406416,6.53605290024021,4.465663572348812,8.857980995127573,39.23871642961859
300,0.23227215206310664,2.6100534816839867,4.103093492964104,1.5004289905094885,1.3903754450445747,0.08649152562697364,5.53605290024021,6.050626073069968,8.857980995127573,8.857980995127573,39.22535605145755
351,0.23227215206310664,6.53605290024021,3.648527629498622,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.0766212816029124,5.68805599368526,8.857980995127573,8.857980995127573,39.17748653193361
230,0.23227215206310664,1.857980995127572,7.857980995127572,1.9631632318196284,1.3903754450445747,0.08649152562697364,3.6880559936852597,5.273018494406416,7.857980995127572,8.857980995127573,39.06530082315625
173,0.23227215206310664,1.857980995127572,3.648527629498622,1.9631632318196284,0.6930740684518844,4.2141248053528475,3.4656635723488116,6.857980995127572,7.273018494406416,8.857980995127573,39.06378693932403
27,0.23227215206310664,3.6880559936852597,3.5360529002402097,4.15754127698648,1.3903754450445747,0.08649152562697364,5.857980995127572,5.68805599368526,6.53605290024021,7.857980995127572,39.03086017782722
97,0.23227215206310664,3.8579809951275723,4.050626073069968,3.8579809951275723,0.6930740684518844,0.08649152562697364,3.728697978182606,4.770518153877233,8.857980995127573,8.857980995127573,38.99360393178206
442,0.23227215206310664,2.554200246950469,4.33441903907056,2.6880559936852597,1.3903754450445747,0.08649152562697364,3.6880559936852597,7.273018494406416,7.857980995127572,8.857980995127573,38.96285088078776
105,0.23227215206310664,3.273018494406416,5.273018494406416,1.5004289905094885,1.3903754450445747,0.08649152562697364,5.53605290024021,6.53605290024021,7.273018494406416,7.857980995127572,38.95871039207138
41,0.23227215206310664,1.857980995127572,3.5360529002402097,3.3661278987978975,1.3903754450445747,4.2141248053528475,4.050626073069968,5.857980995127572,5.53605290024021,8.857980995127573,38.89957516019153
273,0.23227215206310664,3.273018494406416,7.273018494406416,1.5004289905094885,1.3903754450445747,0.08649152562697364,5.857980995127572,4.770518153877233,6.53605290024021,7.857980995127572,38.77813814642956
163,5.050626073069968,2.554200246950469,3.648527629498622,2.6880559936852597,1.3903754450445747,0.08649152562697364,4.050626073069968,6.050626073069968,5.398549376490275,7.857980995127572,38.77605943163365
389,0.23227215206310664,1.857980995127572,3.648527629498622,1.9631632318196284,0.6930740684518844,0.08649152562697364,8.857980995127573,5.273018494406416,7.273018494406416,8.857980995127573,38.74350858165576
288,4.103093492964104,3.273018494406416,6.050626073069968,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.4656635723488116,5.273018494406416,5.398549376490275,8.857980995127573,38.70194508340191
391,5.050626073069968,3.6880559936852597,1.6780719051126378,4.15754127698648,1.3903754450445747,0.08649152562697364,3.6880559936852597,6.050626073069968,5.050626073069968,7.857980995127572,38.698451354478664
254,4.103093492964104,4.465663572348812,0.0,1.5004289905094885,1.3903754450445747,0.08649152562697364,3.6880559936852597,5.68805599368526,8.857980995127573,8.857980995127573,38.63812700411962
90,0.23227215206310664,6.53605290024021,4.273018494406416,1.5004289905094885,0.6930740684518844,0.08649152562697364,6.050626073069968,5.857980995127572,4.53605290024021,8.857980995127573,38.6239790948634
434,0.23227215206310664,1.857980995127572,7.857980995127572,1.9631632318196284,1.3903754450445747,0.08649152562697364,3.4656635723488116,6.857980995127572,6.050626073069968,8.857980995127573,38.62051598048335
30,4.103093492964104,1.857980995127572,2.9510903995190536,1.9631632318196284,0.6930740684518844,0.08649152562697364,6.857980995127572,6.53605290024021,4.610053481683987,8.857980995127573,38.51696208568856
62,0.23227215206310664,4.33441903907056,5.273018494406416,3.3661278987978975,0.6930740684518844,0.08649152562697364,4.53605290024021,5.857980995127572,5.273018494406416,8.857980995127573,38.510436563318606
239,0.23227215206310664,1.857980995127572,4.050626073069968,1.9631632318196284,0.6930740684518844,0.08649152562697364,8.857980995127573,4.610053481683987,7.273018494406416,8.857980995127573,38.482642012504684
224,4.103093492964104,3.6880559936852597,1.6780719051126378,4.15754127698648,0.6930740684518844,0.08649152562697364,3.0766212816029124,5.273018494406416,6.857980995127572,8.857980995127573,38.47193002909181
401,0.23227215206310664,3.8579809951275723,1.6780719051126378,3.8579809951275723,1.3903754450445747,0.08649152562697364,4.15754127698648,5.398549376490275,8.857980995127573,8.857980995127573,38.375225661834335
340,0.23227215206310664,1.857980995127572,6.273018494406416,1.9631632318196284,1.3903754450445747,0.08649152562697364,3.5725787762653236,5.273018494406416,8.857980995127573,8.857980995127573,38.36486110501515
227,0.23227215206310664,6.53605290024021,1.6780719051126378,1.5004289905094885,0.6930740684518844,0.08649152562697364,4.951090399519053,6.53605290024021,7.273018494406416,8.857980995127573,38.34453433129755
255,0.23227215206310664,2.554200246950469,3.648527629498622,2.6880559936852597,0.6930740684518844,0.08649152562697364,6.857980995127572,5.857980995127572,6.857980995127572,8.857980995127573,38.334545596786604
386,0.23227215206310664,3.8579809951275723,4.103093492964104,3.8579809951275723,1.3903754450445747,0.08649152562697364,4.050626073069968,4.610053481683987,7.273018494406416,8.857980995127573,38.319873650241846
410,0.23227215206310664,4.33441903907056,4.103093492964104,3.3661278987978975,1.3903754450445747,0.08649152562697364,7.857980995127572,4.610053481683987,4.465663572348812,7.857980995127572,38.30445859785516
292,0.23227215206310664,3.8579809951275723,4.273018494406416,3.8579809951275723,0.6930740684518844,0.08649152562697364,3.6100534816839867,5.53605290024021,7.273018494406416,8.857980995127573,38.27792410226171
127,0.23227215206310664,3.6880559936852597,4.050626073069968,4.15754127698648,0.6930740684518844,0.08649152562697364,3.5725787762653236,6.050626073069968,6.857980995127572,8.857980995127573,38.24722792947411
81,0.23227215206310664,2.554200246950469,4.050626073069968,2.6880559936852597,0.6930740684518844,0.08649152562697364,8.857980995127573,5.53605290024021,4.68805599368526,8.857980995127573,38.24479094402828
159,0.23227215206310664,1.857980995127572,4.103093492964104,1.9631632318196284,1.3903754450445747,0.08649152562697364,5.68805599368526,5.15754127698648,8.857980995127573,8.857980995127573,38.19493610357284
431,0.23227215206310664,3.8579809951275723,2.9510903995190536,3.8579809951275723,1.3903754450445747,0.08649152562697364,4.050626073069968,6.050626073069968,6.857980995127572,8.857980995127573,38.19340564890393
365,0.23227215206310664,3.273018494406416,4.050626073069968,1.5004289905094885,0.6930740684518844,0.08649152562697364,4.951090399519053,5.68805599368526,8.857980995127573,8.857980995127573,38.1910196875873
11,0.23227215206310664,3.8579809951275723,7.273018494406416,3.8579809951275723,1.3903754450445747,0.08649152562697364,3.4656635723488116,5.15754127698648,5.53605290024021,7.273018494406416,38.13039585137814
111,5.273018494406416,1.857980995127572,2.9510903995190536,1.9631632318196284,0.6930740684518844,4.2141248053528475,3.0766212816029124,6.53605290024021,4.68805599368526,6.857980995127572,38.11116316533336
337,0.23227215206310664,1.857980995127572,7.273018494406416,1.9631632318196284,1.3903754450445747,0.08649152562697364,6.857980995127572,5.050626073069968,4.53605290024021,8.857980995127573,38.10594280765359
50,4.103093492964104,3.273018494406416,1.6780719051126378,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.728697978182606,7.857980995127572,7.857980995127572,7.273018494406416,38.05185693991567
137,0.23227215206310664,3.8579809951275723,1.6780719051126378,3.8579809951275723,0.6930740684518844,0.08649152562697364,3.8135868757691185,6.050626073069968,8.857980995127573,8.857980995127573,37.98604658060398
117,0.23227215206310664,2.6100534816839867,6.050626073069968,1.5004289905094885,1.3903754450445747,0.08649152562697364,5.857980995127572,6.53605290024021,4.857980995127572,8.857980995127573,37.98024355362102
35,0.23227215206310664,4.33441903907056,2.9510903995190536,3.3661278987978975,1.3903754450445747,0.08649152562697364,3.5725787762653236,8.857980995127573,5.857980995127572,7.273018494406416,37.92233572104905
166,0.23227215206310664,3.6880559936852597,1.6780719051126378,4.15754127698648,0.6930740684518844,0.08649152562697364,4.951090399519053,5.68805599368526,7.857980995127572,8.857980995127573,37.8906153053858
320,4.103093492964104,2.554200246950469,1.6780719051126378,2.6880559936852597,1.3903754450445747,0.08649152562697364,4.103093492964104,5.53605290024021,6.857980995127572,8.857980995127573,37.85539699284348
198,0.23227215206310664,3.6880559936852597,4.103093492964104,4.15754127698648,1.3903754450445747,0.08649152562697364,4.15754127698648,6.273018494406416,5.857980995127572,7.857980995127572,37.80435164801854
334,0.23227215206310664,3.6880559936852597,1.6780719051126378,4.15754127698648,0.6930740684518844,0.08649152562697364,3.8135868757691185,7.273018494406416,8.857980995127573,7.273018494406416,37.753111781635866
69,0.23227215206310664,1.857980995127572,3.648527629498622,1.9631632318196284,0.6930740684518844,0.08649152562697364,6.857980995127572,7.273018494406416,6.273018494406416,8.857980995127573,37.74350858165576
31,5.273018494406416,2.554200246950469,1.6780719051126378,2.6880559936852597,1.3903754450445747,0.08649152562697364,3.5725787762653236,6.857980995127572,4.770518153877233,8.857980995127573,37.729272531224034
429,0.23227215206310664,3.8579809951275723,3.648527629498622,3.8579809951275723,0.6930740684518844,0.08649152562697364,3.0766212816029124,6.050626073069968,7.273018494406416,8.857980995127573,37.6345742101026
318,0.23227215206310664,4.465663572348812,4.050626073069968,1.5004289905094885,0.6930740684518844,0.08649152562697364,6.050626073069968,5.15754127698648,6.53605290024021,8.857980995127573,37.63075762749447
156,0.23227215206310664,2.554200246950469,3.5360529002402097,3.3661278987978975,1.3903754450445747,0.08649152562697364,5.68805599368526,6.857980995127572,6.050626073069968,7.857980995127572,37.6201642257336
422,0.23227215206310664,2.6100534816839867,1.6780719051126378,1.5004289905094885,0.6930740684518844,0.08649152562697364,8.857980995127573,6.53605290024021,6.53605290024021,8.857980995127573,37.588459914183645
68,6.53605290024021,2.6100534816839867,4.050626073069968,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.0766212816029124,7.273018494406416,4.857980995127572,6.857980995127572,37.542328805846985
278,0.23227215206310664,3.6880559936852597,4.273018494406416,4.15754127698648,0.6930740684518844,0.08649152562697364,3.0766212816029124,4.610053481683987,7.857980995127572,8.857980995127573,37.533090264762166
317,0.23227215206310664,1.857980995127572,3.5360529002402097,1.9631632318196284,1.3903754450445747,0.08649152562697364,7.857980995127572,5.857980995127572,5.857980995127572,8.857980995127573,37.49826023043235
64,0.23227215206310664,2.554200246950469,5.273018494406416,2.6880559936852597,1.3903754450445747,0.08649152562697364,3.6880559936852597,4.857980995127572,7.857980995127572,8.857980995127573,37.48641283684478
249,4.103093492964104,3.6880559936852597,1.6780719051126378,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.4656635723488116,5.53605290024021,7.857980995127572,8.857980995127573,37.46689443919452
283,0.23227215206310664,3.6880559936852597,4.103093492964104,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.728697978182606,5.68805599368526,8.857980995127573,8.857980995127573,37.43613218542383
74,0.23227215206310664,3.6880559936852597,4.33441903907056,4.15754127698648,0.6930740684518844,0.08649152562697364,3.0766212816029124,6.857980995127572,5.398549376490275,8.857980995127573,37.3829867042326
63,0.23227215206310664,3.273018494406416,3.648527629498622,1.5004289905094885,0.6930740684518844,0.08649152562697364,3.6100534816839867,6.53605290024021,8.857980995127573,8.857980995127573,37.29588123273584
34,0.23227215206310664,4.33441903907056,4.103093492964104,3.3661278987978975,0.6930740684518844,0.08649152562697364,3.4656635723488116,6.050626073069968,6.857980995127572,7.857980995127572,37.04772981264845
262,0.23227215206310664,2.554200246950469,6.050626073069968,2.6880559936852597,1.3903754450445747,0.08649152562697364,3.5725787762653236,5.53605290024021,6.050626073069968,8.857980995127573,37.01926018114342
