,highest_education,income,race,ethnicity,sex,RIG
139,7.78135971352466,5.196397212803504,4.196397212803504,2.9233787183970876,1.067114195858537,21.16464705338729
63,6.78135971352466,0.45943161863729726,4.196397212803504,4.78135971352466,1.067114195858537,17.28566245434866
36,3.7813597135246595,5.196397212803504,2.6938968722743204,2.8523692159608736,0.9358696625802845,15.459892677143642
150,3.7813597135246595,5.196397212803504,2.6938968722743204,2.8523692159608736,0.9358696625802845,15.459892677143642
145,3.7813597135246595,5.196397212803504,4.196397212803504,0.2656598752406171,1.067114195858537,14.506928210230821
93,0.8506223759617734,5.196397212803504,4.196397212803504,2.9233787183970876,0.9358696625802845,14.102665182546152
107,1.5682273361736105,0.3279144157204004,4.196397212803504,4.78135971352466,0.9358696625802845,11.80976834080246
16,2.7813597135246595,5.196397212803504,2.471421985303277,0.2656598752406171,0.9358696625802845,11.650708449452342
171,2.7813597135246595,0.45943161863729726,4.196397212803504,2.9233787183970876,1.067114195858537,11.427681459221084
101,0.0,2.1963972128035034,4.196397212803504,4.78135971352466,0.0014919292194107286,11.175646068351078
116,0.0,2.1963972128035034,4.196397212803504,4.78135971352466,0.0014919292194107286,11.175646068351078
52,0.8159910447432164,0.3279144157204004,4.196397212803504,4.78135971352466,0.9358696625802845,11.057532049372064
117,3.0543089612361367,2.1963972128035034,0.6624186408011521,2.9233787183970876,0.9358696625802845,9.772373195818165
31,2.7813597135246595,2.6991128473602783,2.471421985303277,0.2656598752406171,0.9358696625802845,9.153424084009115
32,2.7813597135246595,2.6991128473602783,2.471421985303277,0.2656598752406171,0.9358696625802845,9.153424084009115
177,0.8159910447432164,0.45943161863729726,4.196397212803504,1.5235097943826383,0.9358696625802845,7.931199333146941
155,3.0543089612361367,0.3279144157204004,0.6624186408011521,2.9233787183970876,0.9358696625802845,7.9038903987350615
130,2.7813597135246595,0.45943161863729726,2.6938968722743204,0.5833067103524949,1.067114195858537,7.585109110647309
218,0.8506223759617734,0.6640155055467252,3.257797757467647,0.2656598752406171,1.067114195858537,6.1052097100753
17,3.7813597135246595,0.45943161863729726,0.3596585979578059,0.2656598752406171,0.9358696625802845,5.801979467940663
3,0.6508539368524572,0.45943161863729726,3.257797757467647,0.2656598752406171,1.067114195858537,5.700857384056555
181,0.47306392778359974,2.6991128473602783,0.22319033714623282,0.5945192968188524,0.22302493807984097,4.212911347188805
64,0.0,2.1963972128035034,0.6781577565377361,0.07527554898454897,0.9358696625802845,3.885700180906073
14,0.0,2.1963972128035034,0.2831181844911414,0.2656598752406171,0.9358696625802845,3.6810449351155468
91,0.0,2.1963972128035034,0.2831181844911414,0.2656598752406171,0.9358696625802845,3.6810449351155468
15,0.0,2.1963972128035034,0.2831181844911414,0.2656598752406171,0.9358696625802845,3.6810449351155468
123,0.8159910447432164,0.45943161863729726,0.6781577565377361,0.5945192968188524,0.9358696625802845,3.4839693793173865
106,0.8506223759617734,0.6640155055467252,0.6092491789688275,0.2656598752406171,1.067114195858537,3.4566611315764804
103,1.8481227349732452,0.32455859461831915,0.6624186408011521,0.2656598752406171,0.0014919292194107286,3.102251774852745
126,1.8764003048344868,0.2850088057858659,0.6624186408011521,0.2656598752406171,0.0014919292194107286,3.090979555881533
141,0.8506223759617734,0.2850088057858659,0.6092491789688275,0.2656598752406171,1.067114195858537,3.077654431815621
125,0.8506223759617734,0.2850088057858659,0.6092491789688275,0.2656598752406171,1.067114195858537,3.077654431815621
22,0.0,2.1963972128035034,0.6781577565377361,0.07885622262339792,0.10507018404462981,3.0584813760092673
124,0.0,2.1963972128035034,0.6624186408011521,0.053512881108574696,0.10507018404462981,3.0173989187578596
23,0.0,2.1963972128035034,0.6624186408011521,0.053512881108574696,0.10507018404462981,3.0173989187578596
10,0.8506223759617734,0.45943161863729726,0.08119659136324739,1.5235097943826383,0.0014919292194107286,2.916252309564367
128,0.40256320980580035,0.45943161863729726,0.6624186408011521,0.2656598752406171,1.067114195858537,2.857187540343404
60,0.40256320980580035,0.45943161863729726,0.6624186408011521,0.2656598752406171,1.067114195858537,2.857187540343404
152,0.0,2.1963972128035034,0.2831181844911414,0.2656598752406171,0.0014919292194107286,2.746667201754673
134,0.3694088678158791,0.45943161863729726,0.6624186408011521,0.2656598752406171,0.9358696625802845,2.69278866507523
210,0.0,2.1963972128035034,0.19556860243808705,0.2656598752406171,0.006889183665284002,2.6645148741474918
29,0.0,2.1963972128035034,0.19556860243808705,0.2656598752406171,0.006889183665284002,2.6645148741474918
198,0.0,2.1963972128035034,0.19556860243808705,0.2656598752406171,0.006889183665284002,2.6645148741474918
146,0.0,2.1963972128035034,0.19556860243808705,0.2656598752406171,0.0014919292194107286,2.6591176197016186
178,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
144,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
80,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
75,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
149,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
84,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
99,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
96,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
186,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
176,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
215,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
192,0.0,2.1963972128035034,0.2831181844911414,0.07885622262339792,0.005271283889773916,2.563642903807817
30,0.0,2.1963972128035034,0.2831181844911414,0.07527554898454897,0.006889183665284002,2.561680129944478
43,0.0,2.1963972128035034,0.2831181844911414,0.07527554898454897,0.006889183665284002,2.561680129944478
212,0.0,2.1963972128035034,0.2831181844911414,0.07527554898454897,0.006889183665284002,2.561680129944478
26,0.0,2.1963972128035034,0.2831181844911414,0.07527554898454897,0.006889183665284002,2.561680129944478
12,0.5759056544282459,0.45943161863729726,0.17871671011134627,0.2656598752406171,1.067114195858537,2.5468280542760438
166,0.39628390384168116,0.45943161863729726,0.6781577565377361,0.057703634149023554,0.9358696625802845,2.5274465757460227
193,0.47306392778359974,0.45943161863729726,0.3596585979578059,0.2656598752406171,0.9358696625802845,2.4936836821996047
168,0.47306392778359974,0.45943161863729726,0.3596585979578059,0.2656598752406171,0.9358696625802845,2.4936836821996047
71,0.0,2.1963972128035034,0.19556860243808705,0.053512881108574696,0.005271283889773916,2.450749980239939
86,0.0,2.1963972128035034,0.19556860243808705,0.053512881108574696,0.005271283889773916,2.450749980239939
88,0.0,2.1963972128035034,0.19556860243808705,0.053512881108574696,0.005271283889773916,2.450749980239939
90,0.0,2.1963972128035034,0.19556860243808705,0.053512881108574696,0.005271283889773916,2.450749980239939
160,0.0,2.1963972128035034,0.19556860243808705,0.053512881108574696,0.005271283889773916,2.450749980239939
119,0.0,2.1963972128035034,0.19556860243808705,0.053512881108574696,0.005271283889773916,2.450749980239939
