,age,highest_education,income,race,ethnicity,sex,RIG
36,7.78135971352466,3.7813597135246595,7.78135971352466,2.736965594166206,2.9233787183970876,0.9358696625802845,25.940293115717562
150,7.78135971352466,3.7813597135246595,5.459431618637297,2.736965594166206,4.78135971352466,0.9358696625802845,25.47634601595777
139,6.78135971352466,7.78135971352466,5.78135971352466,0.0,2.9233787183970876,1.067114195858537,24.334572054829607
3,7.78135971352466,6.78135971352466,3.6938968722743204,3.257797757467647,0.2656598752406171,1.067114195858537,22.847188127890437
130,7.78135971352466,2.7813597135246595,3.6938968722743204,2.736965594166206,4.78135971352466,1.067114195858537,22.84205580287304
16,7.78135971352466,2.7813597135246595,5.78135971352466,4.78135971352466,0.2656598752406171,0.9358696625802845,22.32696839191954
63,7.78135971352466,6.78135971352466,1.715270523066887,0.0,4.78135971352466,1.067114195858537,22.126463859499403
168,7.78135971352466,3.7813597135246595,1.533432200081074,7.78135971352466,0.2656598752406171,0.9358696625802845,22.079040878475954
123,7.78135971352466,2.7813597135246595,3.6938968722743204,2.736965594166206,2.9233787183970876,0.9358696625802845,20.85283027446722
31,6.78135971352466,2.7813597135246595,6.78135971352466,2.736965594166206,0.2656598752406171,0.9358696625802845,20.28257427256109
32,6.78135971352466,2.7813597135246595,6.78135971352466,2.736965594166206,0.2656598752406171,0.9358696625802845,20.28257427256109
25,7.78135971352466,0.8506223759617734,1.715270523066887,5.78135971352466,2.9233787183970876,1.067114195858537,20.119105240333603
117,7.78135971352466,7.78135971352466,0.0,0.6624186408011521,2.9233787183970876,0.9358696625802845,20.084386448827846
24,7.78135971352466,0.8506223759617734,1.715270523066887,5.78135971352466,2.9233787183970876,0.9358696625802845,19.98786070705535
11,7.78135971352466,3.7813597135246595,3.6938968722743204,0.6624186408011521,2.9233787183970876,1.067114195858537,19.909527854380418
8,7.78135971352466,3.7813597135246595,3.6938968722743204,3.257797757467647,0.2656598752406171,1.067114195858537,19.84718812789044
165,7.78135971352466,3.7813597135246595,3.6938968722743204,0.6624186408011521,2.9233787183970876,0.9358696625802845,19.778283321102165
19,7.78135971352466,3.7813597135246595,3.6938968722743204,3.257797757467647,0.2656598752406171,0.9358696625802845,19.715943594612188
60,7.78135971352466,7.78135971352466,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,19.091344339030698
17,7.78135971352466,3.7813597135246595,1.533432200081074,4.78135971352466,0.2656598752406171,0.9358696625802845,19.079040878475954
218,7.78135971352466,0.8506223759617734,5.78135971352466,3.257797757467647,0.2656598752406171,1.067114195858537,19.00391363157789
108,7.78135971352466,2.7813597135246595,3.6938968722743204,3.257797757467647,0.2656598752406171,1.067114195858537,18.84718812789044
190,7.78135971352466,2.7813597135246595,3.6938968722743204,3.257797757467647,0.2656598752406171,0.9358696625802845,18.715943594612188
106,7.78135971352466,0.8506223759617734,5.459431618637297,3.257797757467647,0.2656598752406171,1.067114195858537,18.68198553669053
145,7.78135971352466,3.7813597135246595,5.78135971352466,0.0,0.2656598752406171,1.067114195858537,18.676853211673134
12,7.78135971352466,2.7813597135246595,1.533432200081074,4.78135971352466,0.2656598752406171,1.067114195858537,18.210285411754207
128,7.78135971352466,6.78135971352466,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,18.091344339030698
134,7.78135971352466,6.78135971352466,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,17.960099805752446
93,7.78135971352466,0.8506223759617734,5.459431618637297,0.0,2.9233787183970876,0.9358696625802845,17.950662089101105
52,7.78135971352466,2.7813597135246595,1.533432200081074,0.0,4.78135971352466,0.9358696625802845,17.81338100323534
191,7.78135971352466,0.8506223759617734,1.715270523066887,3.257797757467647,2.9233787183970876,1.067114195858537,17.59554328427659
207,7.78135971352466,0.8506223759617734,1.715270523066887,3.257797757467647,2.9233787183970876,0.9358696625802845,17.46429875099834
211,7.78135971352466,0.8506223759617734,1.715270523066887,5.78135971352466,0.2656598752406171,1.067114195858537,17.46138639717713
37,7.78135971352466,0.8506223759617734,1.715270523066887,5.78135971352466,0.2656598752406171,0.9358696625802845,17.330141863898877
193,7.78135971352466,3.7813597135246595,1.533432200081074,2.736965594166206,0.2656598752406171,0.9358696625802845,17.0346467591175
156,7.78135971352466,0.8506223759617734,3.6938968722743204,0.6624186408011521,2.9233787183970876,1.067114195858537,16.97879051681753
166,7.78135971352466,2.7813597135246595,1.715270523066887,0.6624186408011521,2.9233787183970876,0.9358696625802845,16.79965697189473
1,7.78135971352466,0.8506223759617734,3.6938968722743204,3.257797757467647,0.2656598752406171,0.9358696625802845,16.785206257049303
133,7.78135971352466,0.8506223759617734,1.533432200081074,2.736965594166206,2.9233787183970876,0.9358696625802845,16.761628264711085
79,7.78135971352466,2.7813597135246595,1.533432200081074,3.257797757467647,0.2656598752406171,0.9358696625802845,16.555478922418946
73,7.78135971352466,0.8506223759617734,1.715270523066887,4.78135971352466,0.2656598752406171,1.067114195858537,16.461386397177133
107,7.78135971352466,2.7813597135246595,0.0,0.0,4.78135971352466,0.9358696625802845,16.279948803154266
142,7.78135971352466,0.8506223759617734,1.533432200081074,4.78135971352466,0.2656598752406171,1.067114195858537,16.27954807419132
171,7.78135971352466,2.7813597135246595,1.715270523066887,0.0,2.9233787183970876,1.067114195858537,16.268482864371833
155,7.78135971352466,3.7813597135246595,0.0,0.6624186408011521,2.9233787183970876,0.9358696625802845,16.084386448827843
41,6.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,2.9233787183970876,1.067114195858537,16.07471112097515
34,6.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,2.9233787183970876,1.067114195858537,16.07471112097515
177,7.78135971352466,0.8506223759617734,1.715270523066887,0.0,4.78135971352466,0.9358696625802845,16.064481988658265
181,7.78135971352466,2.7813597135246595,1.533432200081074,2.736965594166206,0.2656598752406171,0.9358696625802845,16.034646759117503
82,7.78135971352466,3.7813597135246595,1.715270523066887,0.6624186408011521,0.2656598752406171,1.067114195858537,15.273182662016513
77,7.78135971352466,3.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,15.0913443390307
125,6.78135971352466,0.8506223759617734,5.459431618637297,0.6624186408011521,0.2656598752406171,1.067114195858537,15.086606420024037
141,6.78135971352466,0.8506223759617734,5.459431618637297,0.6624186408011521,0.2656598752406171,1.067114195858537,15.086606420024037
74,7.78135971352466,0.8506223759617734,1.715270523066887,3.257797757467647,0.2656598752406171,0.9358696625802845,14.806579907841867
200,7.78135971352466,0.8506223759617734,1.533432200081074,0.6624186408011521,2.9233787183970876,0.9358696625802845,14.68708131134603
197,6.196397212803502,2.7813597135246595,1.533432200081074,2.736965594166206,0.2656598752406171,1.067114195858537,14.580928791674596
189,6.196397212803502,2.7813597135246595,1.533432200081074,2.736965594166206,0.2656598752406171,1.067114195858537,14.580928791674596
188,6.196397212803502,2.7813597135246595,1.533432200081074,2.736965594166206,0.2656598752406171,1.067114195858537,14.580928791674596
61,6.196397212803502,2.7813597135246595,3.6938968722743204,0.6624186408011521,0.2656598752406171,0.9358696625802845,14.535601977224536
46,6.196397212803502,2.7813597135246595,3.6938968722743204,0.6624186408011521,0.2656598752406171,0.9358696625802845,14.535601977224536
0,6.196397212803502,2.7813597135246595,3.6938968722743204,0.6624186408011521,0.2656598752406171,0.9358696625802845,14.535601977224536
64,7.78135971352466,0.0,0.0,2.736965594166206,2.9233787183970876,0.9358696625802845,14.377573688668237
59,7.78135971352466,0.8506223759617734,3.6938968722743204,0.6624186408011521,0.2656598752406171,0.9358696625802845,14.189827140382807
122,6.78135971352466,0.8506223759617734,1.533432200081074,0.6624186408011521,2.9233787183970876,1.067114195858537,13.818325844624283
18,6.78135971352466,0.8506223759617734,1.533432200081074,0.6624186408011521,2.9233787183970876,1.067114195858537,13.818325844624283
62,6.78135971352466,0.8506223759617734,1.533432200081074,3.257797757467647,0.2656598752406171,1.067114195858537,13.755986118134308
83,6.78135971352466,0.8506223759617734,1.533432200081074,3.257797757467647,0.2656598752406171,1.067114195858537,13.755986118134308
116,7.78135971352466,0.0,0.0,0.0,4.78135971352466,1.067114195858537,13.629833622907856
101,7.78135971352466,0.0,0.0,0.0,4.78135971352466,0.9358696625802845,13.498589089629604
87,6.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,0.2656598752406171,1.067114195858537,13.416992277818679
76,6.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,0.2656598752406171,1.067114195858537,13.416992277818679
78,6.196397212803502,3.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,13.37513730503129
214,6.196397212803502,3.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,13.37513730503129
104,6.196397212803502,3.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,13.37513730503129
48,6.196397212803502,0.8506223759617734,1.715270523066887,3.257797757467647,0.2656598752406171,1.067114195858537,13.352861940398961
174,6.196397212803502,0.8506223759617734,1.715270523066887,3.257797757467647,0.2656598752406171,1.067114195858537,13.352861940398961
153,6.196397212803502,0.8506223759617734,1.715270523066887,3.257797757467647,0.2656598752406171,1.067114195858537,13.352861940398961
58,6.78135971352466,0.8506223759617734,3.6938968722743204,0.6624186408011521,0.2656598752406171,1.067114195858537,13.32107167366106
89,6.78135971352466,0.8506223759617734,3.6938968722743204,0.6624186408011521,0.2656598752406171,1.067114195858537,13.32107167366106
66,6.78135971352466,0.8506223759617734,1.533432200081074,2.736965594166206,0.2656598752406171,1.067114195858537,13.235153954832867
9,6.78135971352466,0.8506223759617734,1.533432200081074,2.736965594166206,0.2656598752406171,1.067114195858537,13.235153954832867
132,6.78135971352466,2.7813597135246595,1.715270523066887,0.6624186408011521,0.2656598752406171,0.9358696625802845,13.14193812873826
131,6.78135971352466,2.7813597135246595,1.715270523066887,0.6624186408011521,0.2656598752406171,0.9358696625802845,13.14193812873826
13,5.78135971352466,0.8506223759617734,1.715270523066887,0.6624186408011521,2.9233787183970876,0.9358696625802845,12.868919634331842
72,5.78135971352466,0.8506223759617734,1.715270523066887,0.6624186408011521,2.9233787183970876,0.9358696625802845,12.868919634331842
47,5.78135971352466,0.8506223759617734,1.715270523066887,0.6624186408011521,2.9233787183970876,0.9358696625802845,12.868919634331842
143,5.78135971352466,0.8506223759617734,1.715270523066887,0.6624186408011521,2.9233787183970876,0.9358696625802845,12.868919634331842
199,6.196397212803502,2.7813597135246595,1.715270523066887,0.6624186408011521,0.2656598752406171,1.067114195858537,12.688220161295355
105,6.196397212803502,2.7813597135246595,1.715270523066887,0.6624186408011521,0.2656598752406171,1.067114195858537,12.688220161295355
102,6.196397212803502,2.7813597135246595,1.715270523066887,0.6624186408011521,0.2656598752406171,1.067114195858537,12.688220161295355
184,5.78135971352466,0.8506223759617734,1.533432200081074,3.257797757467647,0.2656598752406171,0.9358696625802845,12.624741584856055
185,5.78135971352466,0.8506223759617734,1.533432200081074,3.257797757467647,0.2656598752406171,0.9358696625802845,12.624741584856055
147,5.78135971352466,0.8506223759617734,1.533432200081074,3.257797757467647,0.2656598752406171,0.9358696625802845,12.624741584856055
202,5.78135971352466,0.8506223759617734,1.533432200081074,3.257797757467647,0.2656598752406171,0.9358696625802845,12.624741584856055
135,6.196397212803502,0.8506223759617734,1.533432200081074,2.736965594166206,0.2656598752406171,0.9358696625802845,12.518946920833457
216,6.196397212803502,0.8506223759617734,1.533432200081074,2.736965594166206,0.2656598752406171,0.9358696625802845,12.518946920833457
219,6.196397212803502,0.8506223759617734,1.533432200081074,2.736965594166206,0.2656598752406171,0.9358696625802845,12.518946920833457
110,6.196397212803502,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,12.37513730503129
94,6.196397212803502,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,12.37513730503129
118,6.196397212803502,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,0.9358696625802845,12.37513730503129
146,7.78135971352466,0.0,0.0,3.257797757467647,0.2656598752406171,1.067114195858537,12.371931542091462
22,7.78135971352466,0.0,0.0,0.6624186408011521,2.9233787183970876,0.9358696625802845,12.303026735303183
85,5.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,0.2656598752406171,0.9358696625802845,12.285747744540426
201,5.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,0.2656598752406171,0.9358696625802845,12.285747744540426
195,5.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,0.2656598752406171,0.9358696625802845,12.285747744540426
44,5.78135971352466,0.8506223759617734,1.715270523066887,2.736965594166206,0.2656598752406171,0.9358696625802845,12.285747744540426
152,7.78135971352466,0.0,0.0,3.257797757467647,0.2656598752406171,0.9358696625802845,12.24068700881321
38,5.78135971352466,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,12.0913443390307
6,5.78135971352466,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,12.0913443390307
205,5.78135971352466,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,12.0913443390307
180,5.78135971352466,2.7813597135246595,1.533432200081074,0.6624186408011521,0.2656598752406171,1.067114195858537,12.0913443390307
91,5.863063879470169,0.0,0.0,4.78135971352466,0.2656598752406171,0.9358696625802845,11.845953130815731
14,5.863063879470169,0.0,0.0,4.78135971352466,0.2656598752406171,0.9358696625802845,11.845953130815731
