,age,highest_education,ethnicity,income,race,sex,RIG
139,6.78135971352466,7.78135971352466,2.9233787183970876,5.78135971352466,4.196397212803504,1.067114195858537,28.53096926763311
117,7.78135971352466,7.78135971352466,2.9233787183970876,6.78135971352466,0.6624186408011521,0.9358696625802845,26.865746162352508
63,7.78135971352466,6.78135971352466,4.78135971352466,1.715270523066887,4.196397212803504,1.067114195858537,26.32286107230291
36,7.78135971352466,3.7813597135246595,2.9233787183970876,7.78135971352466,2.736965594166206,0.9358696625802845,25.94029311571756
150,7.78135971352466,3.7813597135246595,4.78135971352466,5.459431618637297,2.736965594166206,0.9358696625802845,25.47634601595777
145,7.78135971352466,3.7813597135246595,0.2656598752406171,5.78135971352466,4.196397212803504,1.067114195858537,22.873250424476637
155,7.78135971352466,3.7813597135246595,2.9233787183970876,6.78135971352466,0.6624186408011521,0.9358696625802845,22.865746162352504
3,7.78135971352466,6.78135971352466,0.2656598752406171,3.6938968722743204,3.257797757467647,1.067114195858537,22.84718812789044
130,7.78135971352466,2.7813597135246595,4.78135971352466,3.6938968722743204,2.736965594166206,1.067114195858537,22.842055802873045
107,7.78135971352466,2.7813597135246595,4.78135971352466,2.257797757467647,4.196397212803504,0.9358696625802845,22.734143773425416
116,7.78135971352466,2.3550949588225616,4.78135971352466,2.257797757467647,4.196397212803504,1.067114195858537,22.43912355200157
16,7.78135971352466,2.7813597135246595,0.2656598752406171,5.78135971352466,4.78135971352466,0.9358696625802845,22.32696839191954
101,7.78135971352466,2.3550949588225616,4.78135971352466,2.257797757467647,4.196397212803504,0.9358696625802845,22.307879018723316
93,7.78135971352466,0.8506223759617734,2.9233787183970876,5.459431618637297,4.196397212803504,0.9358696625802845,22.147059301904605
168,7.78135971352466,3.7813597135246595,0.2656598752406171,1.533432200081074,7.78135971352466,0.9358696625802845,22.079040878475954
52,7.78135971352466,2.7813597135246595,4.78135971352466,1.533432200081074,4.196397212803504,0.9358696625802845,22.009778216038843
123,7.78135971352466,2.7813597135246595,2.9233787183970876,3.6938968722743204,2.736965594166206,0.9358696625802845,20.85283027446722
171,7.78135971352466,2.7813597135246595,2.9233787183970876,1.715270523066887,4.196397212803504,1.067114195858537,20.464880077175334
32,6.78135971352466,2.7813597135246595,0.2656598752406171,6.78135971352466,2.736965594166206,0.9358696625802845,20.28257427256109
31,6.78135971352466,2.7813597135246595,0.2656598752406171,6.78135971352466,2.736965594166206,0.9358696625802845,20.28257427256109
177,7.78135971352466,0.8506223759617734,4.78135971352466,1.715270523066887,4.196397212803504,0.9358696625802845,20.26087920146177
25,7.78135971352466,0.8506223759617734,2.9233787183970876,1.715270523066887,5.78135971352466,1.067114195858537,20.119105240333603
24,7.78135971352466,0.8506223759617734,2.9233787183970876,1.715270523066887,5.78135971352466,0.9358696625802845,19.98786070705535
11,7.78135971352466,3.7813597135246595,2.9233787183970876,3.6938968722743204,0.6624186408011521,1.067114195858537,19.909527854380418
8,7.78135971352466,3.7813597135246595,0.2656598752406171,3.6938968722743204,3.257797757467647,1.067114195858537,19.84718812789044
165,7.78135971352466,3.7813597135246595,2.9233787183970876,3.6938968722743204,0.6624186408011521,0.9358696625802845,19.778283321102165
19,7.78135971352466,3.7813597135246595,0.2656598752406171,3.6938968722743204,3.257797757467647,0.9358696625802845,19.715943594612188
60,7.78135971352466,7.78135971352466,0.2656598752406171,1.533432200081074,0.6624186408011521,1.067114195858537,19.0913443390307
17,7.78135971352466,3.7813597135246595,0.2656598752406171,1.533432200081074,4.78135971352466,0.9358696625802845,19.079040878475954
218,7.78135971352466,0.8506223759617734,0.2656598752406171,5.78135971352466,3.257797757467647,1.067114195858537,19.003913631577895
64,7.78135971352466,2.3550949588225616,2.9233787183970876,2.257797757467647,2.736965594166206,0.9358696625802845,18.990466404958447
108,7.78135971352466,2.7813597135246595,0.2656598752406171,3.6938968722743204,3.257797757467647,1.067114195858537,18.84718812789044
190,7.78135971352466,2.7813597135246595,0.2656598752406171,3.6938968722743204,3.257797757467647,0.9358696625802845,18.715943594612188
106,7.78135971352466,0.8506223759617734,0.2656598752406171,5.459431618637297,3.257797757467647,1.067114195858537,18.68198553669053
12,7.78135971352466,2.7813597135246595,0.2656598752406171,1.533432200081074,4.78135971352466,1.067114195858537,18.210285411754207
128,7.78135971352466,6.78135971352466,0.2656598752406171,1.533432200081074,0.6624186408011521,1.067114195858537,18.0913443390307
134,7.78135971352466,6.78135971352466,0.2656598752406171,1.533432200081074,0.6624186408011521,0.9358696625802845,17.96009980575245
191,7.78135971352466,0.8506223759617734,2.9233787183970876,1.715270523066887,3.257797757467647,1.067114195858537,17.59554328427659
207,7.78135971352466,0.8506223759617734,2.9233787183970876,1.715270523066887,3.257797757467647,0.9358696625802845,17.46429875099834
211,7.78135971352466,0.8506223759617734,0.2656598752406171,1.715270523066887,5.78135971352466,1.067114195858537,17.461386397177137
37,7.78135971352466,0.8506223759617734,0.2656598752406171,1.715270523066887,5.78135971352466,0.9358696625802845,17.330141863898884
193,7.78135971352466,3.7813597135246595,0.2656598752406171,1.533432200081074,2.736965594166206,0.9358696625802845,17.034646759117503
146,7.78135971352466,2.3550949588225616,0.2656598752406171,2.257797757467647,3.257797757467647,1.067114195858537,16.984824258381668
156,7.78135971352466,0.8506223759617734,2.9233787183970876,3.6938968722743204,0.6624186408011521,1.067114195858537,16.97879051681753
22,7.78135971352466,2.3550949588225616,2.9233787183970876,2.257797757467647,0.6624186408011521,0.9358696625802845,16.915919451593393
152,7.78135971352466,2.3550949588225616,0.2656598752406171,2.257797757467647,3.257797757467647,0.9358696625802845,16.853579725103415
166,7.78135971352466,2.7813597135246595,2.9233787183970876,1.715270523066887,0.6624186408011521,0.9358696625802845,16.79965697189473
1,7.78135971352466,0.8506223759617734,0.2656598752406171,3.6938968722743204,3.257797757467647,0.9358696625802845,16.785206257049303
133,7.78135971352466,0.8506223759617734,2.9233787183970876,1.533432200081074,2.736965594166206,0.9358696625802845,16.761628264711085
79,7.78135971352466,2.7813597135246595,0.2656598752406171,1.533432200081074,3.257797757467647,0.9358696625802845,16.555478922418942
73,7.78135971352466,0.8506223759617734,0.2656598752406171,1.715270523066887,4.78135971352466,1.067114195858537,16.461386397177137
91,5.863063879470169,2.3550949588225616,0.2656598752406171,2.257797757467647,4.78135971352466,0.9358696625802845,16.45884584710594
15,5.863063879470169,2.3550949588225616,0.2656598752406171,2.257797757467647,4.78135971352466,0.9358696625802845,16.45884584710594
14,5.863063879470169,2.3550949588225616,0.2656598752406171,2.257797757467647,4.78135971352466,0.9358696625802845,16.45884584710594
142,7.78135971352466,0.8506223759617734,0.2656598752406171,1.533432200081074,4.78135971352466,1.067114195858537,16.27954807419132
41,6.78135971352466,0.8506223759617734,2.9233787183970876,1.715270523066887,2.736965594166206,1.067114195858537,16.074711120975152
34,6.78135971352466,0.8506223759617734,2.9233787183970876,1.715270523066887,2.736965594166206,1.067114195858537,16.074711120975152
23,6.78135971352466,2.3550949588225616,2.9233787183970876,2.257797757467647,0.6624186408011521,1.067114195858537,16.047163984871645
124,6.78135971352466,2.3550949588225616,2.9233787183970876,2.257797757467647,0.6624186408011521,1.067114195858537,16.047163984871645
181,7.78135971352466,2.7813597135246595,0.2656598752406171,1.533432200081074,2.736965594166206,0.9358696625802845,16.034646759117503
127,7.78135971352466,0.8506223759617734,0.2656598752406171,1.533432200081074,4.196397212803504,1.067114195858537,15.694585573470166
10,7.78135971352466,0.8506223759617734,0.2656598752406171,1.533432200081074,4.196397212803504,0.9358696625802845,15.563341040191913
82,7.78135971352466,3.7813597135246595,0.2656598752406171,1.715270523066887,0.6624186408011521,1.067114195858537,15.273182662016511
77,7.78135971352466,3.7813597135246595,0.2656598752406171,1.533432200081074,0.6624186408011521,1.067114195858537,15.0913443390307
