,education_level,sex,handedness,background_SES,gender_identity_M,gender_identity_F,RIG
1,1.2141248053528475,0.942101616291799,0.1679830237081267,3.281521707059261,4.8135868757691185,2.235929175671196,12.655247203852348
602,0.8442116657753211,0.942101616291799,0.1679830237081267,1.8516500676415126,4.835783935448346,4.0,12.641730308865105
599,0.7646309498168525,0.942101616291799,0.1679830237081267,1.8516500676415126,4.8135868757691185,4.0,12.53995253322741
674,0.7646309498168525,0.942101616291799,0.1679830237081267,1.8516500676415126,4.8135868757691185,4.0,12.53995253322741
684,1.079903865592214,0.942101616291799,0.1679830237081267,3.130060540564373,2.092170375035476,4.928990497563786,12.341209918755775
382,1.079903865592214,1.060319469273812,0.1679830237081267,3.130060540564373,3.9235697177400723,2.7682781912870396,12.130114808165638
685,1.079903865592214,1.060319469273812,0.1679830237081267,3.130060540564373,3.9235697177400723,2.7682781912870396,12.130114808165638
809,1.2141248053528475,1.060319469273812,0.1679830237081267,1.242848122101254,3.68881737521236,4.53605290024021,11.910145695888609
465,3.3822475641611742,1.060319469273812,0.1679830237081267,2.8026985596263825,2.3193394250436463,1.9876162755441675,11.72020431735731
194,0.929055931060711,1.060319469273812,0.1679830237081267,0.9140497365189793,4.076621281602913,4.53605290024021,11.684082342404752
40,0.929055931060711,1.060319469273812,0.1679830237081267,0.9140497365189793,4.076621281602913,4.53605290024021,11.684082342404752
466,1.2141248053528475,0.942101616291799,0.1679830237081267,2.5092528408964947,2.2506506813779614,4.53605290024021,11.620165867867438
385,1.2141248053528475,1.060319469273812,0.6767693384321016,2.5092528408964947,3.9235697177400723,1.9876162755441675,11.371652447239496
686,0.2510886580448134,0.942101616291799,0.1679830237081267,1.1911246022384476,4.8135868757691185,4.0,11.365884776052305
616,0.2510886580448134,0.942101616291799,0.1679830237081267,1.1911246022384476,4.8135868757691185,4.0,11.365884776052305
914,0.2499545747077176,1.060319469273812,0.1679830237081267,0.9140497365189793,4.076621281602913,4.53605290024021,11.00498098605176
401,0.14701433547253082,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,5.03605290024021,10.994088173123046
634,1.079903865592214,0.942101616291799,0.1679830237081267,2.5633602462359453,2.3763523168110483,3.6737530778644683,10.8034541465036
35,1.079903865592214,0.942101616291799,0.6767693384321016,2.104790750362463,1.9391177578529777,4.0,10.742683328531555
585,1.7412441438372426,1.060319469273812,0.1679830237081267,0.9140497365189793,4.076621281602913,2.7682781912870396,10.728495846228112
490,1.7412441438372426,1.060319469273812,0.1679830237081267,0.9140497365189793,4.076621281602913,2.7682781912870396,10.728495846228112
376,1.2141248053528475,0.942101616291799,0.25554473280295376,3.2286243750479624,1.9391177578529777,3.046955085399384,10.626468372747924
84,0.2499545747077176,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,4.53605290024021,10.597028412358235
409,1.2141248053528475,1.060319469273812,0.11109805661098135,1.826494159178972,3.9235697177400723,1.9876162755441675,10.123222483700854
523,0.8442116657753211,0.942101616291799,0.1679830237081267,0.7679185158914809,3.2836914718309504,4.0,10.005906293497677
431,0.8442116657753211,0.942101616291799,0.1679830237081267,0.7679185158914809,3.2836914718309504,4.0,10.005906293497677
272,0.8442116657753211,0.942101616291799,0.1679830237081267,0.7679185158914809,3.2836914718309504,4.0,10.005906293497677
296,1.2981861847570109,0.942101616291799,0.1679830237081267,1.1911246022384476,2.3763523168110483,4.0,9.975747743806433
57,1.2141248053528475,1.060319469273812,0.1679830237081267,1.242848122101254,3.9834109761480825,2.2618345878921886,9.930520984476312
33,1.2141248053528475,1.060319469273812,0.1679830237081267,1.242848122101254,3.9235697177400723,2.2618345878921886,9.870679726068301
196,1.2141248053528475,1.060319469273812,0.1679830237081267,3.2286243750479624,2.037948707227796,1.9876162755441675,9.696616656154713
918,1.2310757148766942,0.942101616291799,0.1679830237081267,2.8026985596263825,1.9391177578529777,2.5249839481021645,9.607960620458146
380,1.2141248053528475,0.942101616291799,0.1679830237081267,3.281521707059261,1.760936145287477,2.235929175671196,9.602596473370706
535,1.2141248053528475,0.942101616291799,0.1679830237081267,1.1911246022384476,1.9789782964372016,4.0,9.494312344028423
161,0.7646309498168525,0.942101616291799,0.1679830237081267,1.1911246022384476,2.3763523168110483,4.0,9.442192508866274
329,1.7412441438372426,1.060319469273812,0.1679830237081267,0.6365092138108268,3.9834109761480825,1.8134473072590453,9.402914134037136
724,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.3763523168110483,4.0,9.334259338294668
751,1.2141248053528475,0.5133517069141049,0.1679830237081267,3.2286243750479624,1.9391177578529777,2.235929175671196,9.299130844547214
807,1.2141248053528475,1.060319469273812,0.1679830237081267,1.356527094712943,1.571902024192551,3.761834587892189,9.13269100513247
467,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.092170375035476,4.0,9.050077396519097
109,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.092170375035476,4.0,9.050077396519097
824,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.092170375035476,4.0,9.050077396519097
21,0.7646309498168525,0.942101616291799,0.1679830237081267,0.7679185158914809,2.3763523168110483,4.0,9.018986422519308
9,1.2141248053528475,1.060319469273812,0.6767693384321016,1.826494159178972,2.1636359814904367,1.9876162755441675,8.928960029272337
188,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.1858049580685,3.6737530778644683,8.81746505741659
540,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.1858049580685,3.6737530778644683,8.81746505741659
440,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.1858049580685,3.6737530778644683,8.81746505741659
427,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.1858049580685,3.6737530778644683,8.81746505741659
116,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.1858049580685,3.6737530778644683,8.81746505741659
666,1.079903865592214,0.942101616291799,0.1679830237081267,0.7679185158914809,2.1858049580685,3.6737530778644683,8.81746505741659
703,0.929055931060711,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,2.036040330967916,8.776117199438932
267,0.929055931060711,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,2.036040330967916,8.776117199438932
287,1.079903865592214,0.942101616291799,0.1679830237081267,3.130060540564373,1.9391177578529777,1.505016584546771,8.764183388556262
70,1.079903865592214,1.060319469273812,0.1679830237081267,1.819656690730434,1.8221206431988852,2.7682781912870396,8.718261883790511
759,1.2141248053528475,1.060319469273812,0.1679830237081267,1.8535478618486974,2.549668580806772,1.7984151363815808,8.644058877371837
682,0.929055931060711,1.060319469273812,0.1679830237081267,0.5060971628254537,3.9235697177400723,2.036040330967916,8.623065635576092
331,0.929055931060711,1.060319469273812,0.1679830237081267,0.5060971628254537,3.9235697177400723,2.036040330967916,8.623065635576092
124,1.2141248053528475,1.060319469273812,0.1679830237081267,1.8535478618486974,2.549668580806772,1.7734643444244906,8.619108085414746
28,0.16264164704179887,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,2.545727655907124,8.519390240359227
841,0.16264164704179887,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,2.545727655907124,8.519390240359227
604,0.16264164704179887,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,2.545727655907124,8.519390240359227
103,1.2141248053528475,0.942101616291799,0.1679830237081267,1.693116173875432,2.3763523168110483,2.1239499769889267,8.51762791302818
765,0.2510886580448134,0.942101616291799,0.1679830237081267,0.7679185158914809,2.3763523168110483,4.0,8.505444130747268
554,0.07159036820677939,1.060319469273812,0.1679830237081267,2.5092528408964947,1.9198308456849127,2.7682781912870396,8.497254739057166
499,1.079903865592214,1.060319469273812,0.1679830237081267,1.8674203570901495,2.1866669121205238,1.9876162755441675,8.349909903328994
410,0.2510886580448134,1.060319469273812,0.1679830237081267,0.5060971628254537,4.076621281602913,2.2618345878921886,8.323944183347308
155,1.079903865592214,0.942101616291799,0.11109805661098135,2.104790750362463,1.9391177578529777,2.1179645878355977,8.294976634546034
577,0.45225160057063213,0.942101616291799,0.1679830237081267,0.7126855684607807,1.9391177578529777,4.0,8.214139566884317
804,1.079903865592214,0.942101616291799,1.053664891990957e-05,2.104790750362463,1.9391177578529777,2.1179645878355977,8.183889114583971
53,1.2141248053528475,1.060319469273812,0.11109805661098135,1.5335735988189596,2.2506506813779614,1.9876162755441675,8.157382886978729
548,1.2141248053528475,1.060319469273812,0.11109805661098135,1.5335735988189596,2.2506506813779614,1.9876162755441675,8.157382886978729
157,1.2141248053528475,1.060319469273812,0.11109805661098135,1.5335735988189596,2.2506506813779614,1.9876162755441675,8.157382886978729
564,0.2499545747077176,1.060319469273812,0.1679830237081267,0.6365092138108268,3.68881737521236,2.2618345878921886,8.065418244605032
224,0.2499545747077176,1.060319469273812,0.1679830237081267,0.6365092138108268,3.68881737521236,2.2618345878921886,8.065418244605032
37,0.2499545747077176,1.060319469273812,0.1679830237081267,0.6365092138108268,3.68881737521236,2.2618345878921886,8.065418244605032
721,1.079903865592214,1.060319469273812,0.1679830237081267,1.8674203570901495,1.8332872513892635,1.9876162755441675,7.996530242597734
277,1.2141248053528475,0.942101616291799,0.25554473280295376,1.693116173875432,1.9391177578529777,1.9376014123081946,7.981606498484205
916,1.2141248053528475,0.942101616291799,0.25554473280295376,1.693116173875432,1.9391177578529777,1.9376014123081946,7.981606498484205
336,0.9448773705957965,0.942101616291799,0.25554473280295376,1.6559757002614384,1.9391177578529777,2.235929175671196,7.973546353476161
41,1.2141248053528475,1.060319469273812,0.012291599170676168,1.5335735988189596,2.1636359814904367,1.9876162755441675,7.971561729650899
67,1.2141248053528475,1.060319469273812,0.1679830237081267,1.356527094712943,1.823183997876313,2.2618345878921886,7.883972978816231
835,1.2141248053528475,1.060319469273812,0.1679830237081267,1.826494159178972,1.627193900023128,1.9876162755441675,7.883731633081053
583,0.14701433547253082,1.060319469273812,0.1679830237081267,0.6365092138108268,3.9235697177400723,1.9187993163883585,7.854195076393728
676,1.2141248053528475,1.060319469273812,0.1679830237081267,1.826494159178972,1.571902024192551,1.9876162755441675,7.828439757250477
921,1.079903865592214,1.060319469273812,0.16702606355519578,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.724120469195682
899,1.079903865592214,1.060319469273812,0.16702606355519578,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.724120469195682
909,1.079903865592214,1.060319469273812,0.16702606355519578,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.724120469195682
131,1.079903865592214,1.060319469273812,0.16702606355519578,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.724120469195682
271,0.22260026011477085,0.942101616291799,0.6767693384321016,1.6559757002614384,1.9391177578529777,2.235929175671196,7.672493848624283
156,1.079903865592214,1.060319469273812,0.11109805661098135,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.6681924622514686
209,1.079903865592214,1.060319469273812,0.04029221136020311,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.597386617000691
544,1.079903865592214,1.060319469273812,0.04029221136020311,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.597386617000691
201,1.079903865592214,1.060319469273812,0.04029221136020311,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.597386617000691
334,1.079903865592214,1.060319469273812,0.04029221136020311,1.1786041138523318,2.2506506813779614,1.9876162755441675,7.597386617000691
669,1.079903865592214,0.942101616291799,0.6767693384321016,0.5830981793188343,2.3763523168110483,1.9056569497263076,7.563882266172305
596,0.2510886580448134,1.060319469273812,0.1679830237081267,0.6365092138108268,2.549668580806772,2.7682781912870396,7.433847136931391
878,0.2510886580448134,1.060319469273812,0.1679830237081267,0.6365092138108268,2.549668580806772,2.7682781912870396,7.433847136931391
593,1.079903865592214,0.942101616291799,0.6767693384321016,0.5338640327474782,1.9391177578529777,2.235929175671196,7.407685786587766
915,0.14701433547253082,1.060319469273812,0.6767693384321016,1.356527094712943,1.627193900023128,2.2618345878921886,7.129658725806705
339,0.14701433547253082,0.942101616291799,0.1679830237081267,0.5830981793188343,3.2836914718309504,1.9803833677595404,7.104271994381781
889,1.079903865592214,0.942101616291799,0.1679830237081267,0.5830981793188343,2.3763523168110483,1.9333115851938465,7.082750586915868
4,1.079903865592214,1.060319469273812,0.1679830237081267,0.6824717027755798,2.0479813740115462,2.036040330967916,7.074699766329195
852,1.079903865592214,1.060319469273812,0.1679830237081267,0.6824717027755798,2.0479813740115462,2.036040330967916,7.074699766329195
622,1.079903865592214,1.060319469273812,0.1679830237081267,0.6824717027755798,2.0479813740115462,2.036040330967916,7.074699766329195
179,1.1104233144215097,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,7.055042564311243
659,1.1104233144215097,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,7.055042564311243
812,0.14701433547253082,1.060319469273812,0.03259415705962149,1.5335735988189596,2.2506506813779614,1.9876162755441675,7.011768517547052
275,0.14701433547253082,1.060319469273812,0.03259415705962149,1.5335735988189596,2.2506506813779614,1.9876162755441675,7.011768517547052
908,0.14701433547253082,1.060319469273812,0.1679830237081267,1.819656690730434,1.8110640110693923,1.9876162755441675,6.993653805798463
470,1.079903865592214,0.942101616291799,0.1679830237081267,0.6008716442435953,2.3763523168110483,1.8016185810962684,6.968831047743051
579,1.2141248053528475,1.060319469273812,0.1679830237081267,0.3474630536356762,1.9147059666953035,2.2618345878921886,6.966430906557955
716,1.2141248053528475,1.060319469273812,0.1679830237081267,0.3474630536356762,1.9147059666953035,2.2618345878921886,6.966430906557955
462,1.2141248053528475,1.060319469273812,0.1679830237081267,0.3474630536356762,1.9147059666953035,2.2618345878921886,6.966430906557955
756,1.079903865592214,1.060319469273812,0.1679830237081267,0.6824717027755798,1.895865206975066,1.9876162755441675,6.874159543868966
61,1.079903865592214,0.942101616291799,0.11109805661098135,0.5338640327474782,1.9391177578529777,2.235929175671196,6.842014504766645
760,0.16264164704179887,1.060319469273812,0.1679830237081267,0.6365092138108268,2.549668580806772,2.2618345878921886,6.838956522533525
422,0.16264164704179887,1.060319469273812,0.1679830237081267,0.6365092138108268,2.549668580806772,2.2618345878921886,6.838956522533525
727,0.9448773705957965,0.942101616291799,0.08499610090403023,0.6430121563363786,1.9391177578529777,2.235929175671196,6.790034177652178
212,0.9448773705957965,0.942101616291799,0.08499610090403023,0.6430121563363786,1.9391177578529777,2.235929175671196,6.790034177652178
536,0.9448773705957965,0.942101616291799,0.08499610090403023,0.6430121563363786,1.9391177578529777,2.235929175671196,6.790034177652178
231,1.079903865592214,0.942101616291799,0.049569454710354385,0.5338640327474782,1.9391177578529777,2.235929175671196,6.780485902866019
664,1.079903865592214,0.942101616291799,0.049569454710354385,0.5338640327474782,1.9391177578529777,2.235929175671196,6.780485902866019
91,1.079903865592214,0.942101616291799,0.049569454710354385,0.5338640327474782,1.9391177578529777,2.235929175671196,6.780485902866019
584,1.2310757148766942,0.942101616291799,0.1679830237081267,0.6008716442435953,1.9391177578529777,1.8861223002163812,6.767272057189573
639,0.2063483447912689,0.942101616291799,0.1679830237081267,1.693116173875432,1.9391177578529777,1.790926548374606,6.73959346489421
503,0.14701433547253082,0.942101616291799,0.002810821281881492,0.6430121563363786,1.9391177578529777,3.046955085399384,6.721011772634952
125,0.86576366339134,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.699222460461105
816,1.079903865592214,0.942101616291799,0.1679830237081267,0.6008716442435953,1.9391177578529777,1.9333115851938465,6.663289492882559
413,1.079903865592214,0.942101616291799,0.1679830237081267,0.6008716442435953,1.9391177578529777,1.9333115851938465,6.663289492882559
257,1.1104233144215097,1.060319469273812,0.1679830237081267,0.07496491863172527,2.2506506813779614,1.9876162755441675,6.651957682957303
704,1.1104233144215097,1.060319469273812,0.1679830237081267,0.07496491863172527,2.2506506813779614,1.9876162755441675,6.651957682957303
327,1.1104233144215097,1.060319469273812,0.1679830237081267,0.07496491863172527,2.2506506813779614,1.9876162755441675,6.651957682957303
618,0.14701433547253082,1.060319469273812,0.0016545539924153509,1.1786041138523318,2.2506506813779614,1.9876162755441675,6.62585942951322
738,0.14701433547253082,1.060319469273812,0.0016545539924153509,1.1786041138523318,2.2506506813779614,1.9876162755441675,6.62585942951322
628,0.14701433547253082,1.060319469273812,0.6767693384321016,0.3474630536356762,1.571902024192551,2.7682781912870396,6.571746412293711
460,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
464,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
246,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
500,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
631,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
112,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
633,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.547749628531395
443,1.2141248053528475,1.060319469273812,0.1679830237081267,0.3474630536356762,1.823183997876313,1.9187993163883585,6.531873666235134
691,1.2141248053528475,1.060319469273812,0.1679830237081267,0.3474630536356762,1.823183997876313,1.9187993163883585,6.531873666235134
722,0.14701433547253082,1.060319469273812,0.1679830237081267,0.6824717027755798,1.8332872513892635,2.545727655907124,6.436803438526438
605,0.14701433547253082,1.060319469273812,0.1679830237081267,0.6824717027755798,1.8332872513892635,2.545727655907124,6.436803438526438
97,0.39049105637086867,1.060319469273812,0.1679830237081267,0.4780497999856653,2.3193394250436463,1.9876162755441675,6.4037990499262865
425,0.39049105637086867,1.060319469273812,0.1679830237081267,0.4780497999856653,2.3193394250436463,1.9876162755441675,6.4037990499262865
595,0.39049105637086867,1.060319469273812,0.1679830237081267,0.4780497999856653,2.3193394250436463,1.9876162755441675,6.4037990499262865
406,0.04260542658876427,0.942101616291799,0.6767693384321016,0.5483272235456662,1.9391177578529777,2.235929175671196,6.384850538382505
58,0.4351829356070582,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.379802185496791
589,0.39049105637086867,1.060319469273812,0.1679830237081267,0.4579465956251644,2.2506506813779614,1.9876162755441675,6.3150071019001
377,0.39049105637086867,1.060319469273812,0.1679830237081267,0.4579465956251644,2.2506506813779614,1.9876162755441675,6.3150071019001
105,0.39049105637086867,1.060319469273812,0.1679830237081267,0.4579465956251644,2.2506506813779614,1.9876162755441675,6.3150071019001
186,0.14701433547253082,0.942101616291799,0.1679830237081267,0.7126855684607807,2.3763523168110483,1.9568022636886644,6.3029391244329505
640,0.4351829356070582,1.060319469273812,0.1679830237081267,0.4579465956251644,2.1866669121205238,1.9876162755441675,6.2957152118788535
23,0.4351829356070582,1.060319469273812,0.1679830237081267,0.4579465956251644,2.1866669121205238,1.9876162755441675,6.2957152118788535
761,0.43842091271892203,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.271879709788687
695,0.43842091271892203,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.271879709788687
167,0.43842091271892203,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.271879709788687
417,0.43842091271892203,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.271879709788687
318,0.43842091271892203,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.271879709788687
420,0.43842091271892203,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.271879709788687
687,0.5915589685677496,0.942101616291799,0.1679830237081267,0.7126855684607807,1.9391177578529777,1.9128735855127,6.266320520394134
801,0.14701433547253082,1.060319469273812,0.1679830237081267,0.6824717027755798,1.941011714065122,2.2618345878921886,6.2606348331873605
173,0.14701433547253082,0.942101616291799,0.00886043157486728,0.5338640327474782,2.3763523168110483,2.235929175671196,6.2441219085689195
253,0.14701433547253082,0.942101616291799,0.1679830237081267,0.7126855684607807,2.3763523168110483,1.8962665148501259,6.242403375594412
623,0.4070844082746764,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,6.2405432053444425
597,1.079903865592214,0.942101616291799,0.1679830237081267,0.6008716442435953,1.9391177578529777,1.505016584546771,6.234994492235483
580,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4579465956251644,1.941011714065122,1.9876162755441675,6.218007456858054
860,0.6031303786416615,1.060319469273812,0.1679830237081267,0.4579465956251644,1.941011714065122,1.9876162755441675,6.218007456858054
521,0.0026800212157142393,0.942101616291799,0.25554473280295376,0.5483272235456662,1.9391177578529777,2.5249839481021645,6.212755299811276
819,0.0026800212157142393,0.942101616291799,0.25554473280295376,0.5483272235456662,1.9391177578529777,2.5249839481021645,6.212755299811276
508,0.4070844082746764,0.942101616291799,0.6767693384321016,0.09750954382558136,1.9391177578529777,2.1179645878355977,6.180547252512734
135,1.079903865592214,0.942101616291799,0.1679830237081267,0.09750954382558136,1.9391177578529777,1.9056569497263076,6.132272756997007
675,1.079903865592214,0.942101616291799,0.1679830237081267,0.09750954382558136,1.9391177578529777,1.9056569497263076,6.132272756997007
110,0.1659543916508691,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.1105736415406025
66,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
806,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
792,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
48,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
626,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
351,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
265,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
510,0.5915589685677496,0.942101616291799,1.053664891990957e-05,0.5830981793188343,2.1858049580685,1.8016185810962684,6.104192839992071
2,0.14701433547253082,0.942101616291799,0.1679830237081267,0.5830981793188343,2.3763523168110483,1.8861223002163812,6.10267177181872
200,0.1325244556342866,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.077143705524019
519,0.30218097607323946,1.060319469273812,0.1679830237081267,0.6824717027755798,1.8221206431988852,2.036040330967916,6.071116145997559
449,0.30218097607323946,1.060319469273812,0.1679830237081267,0.6824717027755798,1.8221206431988852,2.036040330967916,6.071116145997559
456,0.30218097607323946,1.060319469273812,0.1679830237081267,0.6824717027755798,1.8221206431988852,2.036040330967916,6.071116145997559
232,0.10986355752752447,1.060319469273812,0.1679830237081267,0.4780497999856653,2.2506506813779614,1.9876162755441675,6.0544828074172585
497,0.2510886580448134,0.942101616291799,0.03259415705962149,0.6430121563363786,1.9391177578529777,2.235929175671196,6.043843521256786
513,0.2510886580448134,0.942101616291799,0.03259415705962149,0.6430121563363786,1.9391177578529777,2.235929175671196,6.043843521256786
352,0.22260026011477085,0.942101616291799,0.00161515918952412,0.6430121563363786,1.9391177578529777,2.235929175671196,5.984376125456647
371,0.22260026011477085,0.942101616291799,0.00161515918952412,0.6430121563363786,1.9391177578529777,2.235929175671196,5.984376125456647
629,0.12338088939808309,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,5.956839686467848
606,0.12338088939808309,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,5.956839686467848
107,0.12338088939808309,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,5.956839686467848
547,0.12338088939808309,0.942101616291799,0.1679830237081267,0.5483272235456662,1.9391177578529777,2.235929175671196,5.956839686467848
489,0.14701433547253082,0.942101616291799,0.00161515918952412,0.6430121563363786,1.9391177578529777,2.235929175671196,5.908790200814407
739,0.14701433547253082,0.942101616291799,0.1679830237081267,0.5830981793188343,1.9391177578529777,2.1179645878355977,5.897279500479867
