,age,sexual_attraction_M,sexual_attraction_F,gender_identity_M,gender_identity_F,education_level,sex,handedness,religious_upbringing,religious_now,background_SES,RIG
278,4.610053481683987,6.398549376490275,5.951090399519053,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,3.1437354774614494,30.392814536653376
302,4.770518153877233,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,3.3822475641611742,1.060319469273812,3.1855556531560767,0.6005931524349205,0.34425339917513476,4.572578776265324,30.383615434446547
260,4.500428990509489,2.2141248053528475,2.3581351080443667,7.857980995127572,7.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,30.36324949011582
909,4.857980995127572,5.15754127698648,5.398549376490275,2.2506506813779614,1.9876162755441675,1.079903865592214,1.060319469273812,3.1855556531560767,0.6005931524349205,2.235929175671196,2.5092528408964947,30.323892762551168
807,5.951090399519053,5.15754127698648,3.903784684740697,5.770518153877233,1.9876162755441675,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.1437354774614494,30.25516721258947
666,4.68805599368526,4.273018494406416,3.903784684740697,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,2.5633602462359453,30.22192422305124
703,4.465663572348812,5.15754127698648,5.398549376490275,4.076621281602913,4.53605290024021,1.079903865592214,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,30.11610569290086
585,4.431716240425474,5.15754127698648,1.903784684740697,4.076621281602913,4.53605290024021,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,2.235929175671196,2.5092528408964947,30.062041610141495
161,4.500428990509489,5.15754127698648,5.465663572348812,4.8135868757691185,4.0,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,30.008975272203116
759,4.8135868757691185,5.15754127698648,5.398549376490275,2.2506506813779614,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.1437354774614494,29.64099753278588
420,4.465663572348812,6.398549376490275,5.951090399519053,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.1437354774614494,29.571264515114926
162,4.500428990509489,6.398549376490275,5.951090399519053,2.2506506813779614,1.9876162755441675,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,2.235929175671196,3.171480467944354,29.538765817826203
598,4.8135868757691185,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.171480467944354,29.17410497685964
380,4.500428990509489,5.15754127698648,5.951090399519053,4.8135868757691185,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,29.156257090466127
907,4.431716240425474,4.273018494406416,3.903784684740697,4.8135868757691185,2.235929175671196,1.079903865592214,0.942101616291799,3.1855556531560767,0.6005931524349205,0.34425339917513476,3.2286243750479624,29.03906753271101
290,4.610053481683987,6.398549376490275,5.951090399519053,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,4.572578776265324,28.976374964445643
331,4.431716240425474,4.273018494406416,2.3581351080443667,4.076621281602913,4.53605290024021,1.079903865592214,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,3.130060540564373,28.90394034647957
684,4.500428990509489,2.2141248053528475,3.903784684740697,6.857980995127572,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.130060540564373,28.694822168012724
209,4.366127898797897,5.15754127698648,5.398549376490275,2.2506506813779614,1.9876162755441675,1.079903865592214,1.060319469273812,3.1855556531560767,0.6005931524349205,0.34425339917513476,3.130060540564373,28.56117158939331
455,4.500428990509489,5.15754127698648,5.951090399519053,2.2506506813779614,1.9876162755441675,1.079903865592214,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,2.5633602462359453,28.509023651368913
300,4.398549376490275,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,3.171480467944354,28.48262049526853
896,4.431716240425474,6.398549376490275,7.53605290024021,2.2506506813779614,1.9876162755441675,1.079903865592214,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,28.420998630498243
639,4.431716240425474,4.273018494406416,5.465663572348812,1.9391177578529777,5.857980995127572,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.171480467944354,28.408033525068433
809,4.500428990509489,1.9510903995190534,5.398549376490275,5.770518153877233,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,28.346612230207487
271,4.903784684740697,4.273018494406416,3.903784684740697,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,3.1855556531560767,0.6005931524349205,0.34425339917513476,2.5092528408964947,28.219639023527588
385,4.770518153877233,1.9510903995190534,1.903784684740697,5.770518153877233,1.9876162755441675,1.2141248053528475,1.060319469273812,3.1855556531560767,1.5542002469504692,2.235929175671196,2.5092528408964947,28.142909858859273
110,4.648527629498623,5.15754127698648,5.398549376490275,2.2506506813779614,1.9876162755441675,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.130060540564373,28.12834238921505
685,4.500428990509489,1.9510903995190534,1.903784684740697,5.770518153877233,4.53605290024021,1.079903865592214,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,3.130060540564373,27.890271450646875
626,4.903784684740697,4.273018494406416,3.903784684740697,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,2.5633602462359453,27.563183796190543
63,4.500428990509489,5.15754127698648,5.465663572348812,1.9391177578529777,4.0,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,27.560431969708553
669,4.857980995127572,4.273018494406416,3.903784684740697,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,5.33441903907056,27.44315602840042
402,4.366127898797897,1.9510903995190534,1.903784684740697,5.770518153877233,4.53605290024021,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.1437354774614494,27.22670612338971
596,4.648527629498623,2.2141248053528475,2.3581351080443667,4.076621281602913,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,3.1437354774614494,27.20975392315686
116,4.500428990509489,4.273018494406416,3.903784684740697,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,27.18901434886386
472,4.903784684740697,5.15754127698648,3.903784684740697,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.171480467944354,27.164151023982953
467,4.500428990509489,4.273018494406416,2.3581351080443667,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.130060540564373,27.163672161011508
834,4.857980995127572,4.273018494406416,3.903784684740697,1.9391177578529777,5.857980995127572,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.171480467944354,27.13819845240178
403,4.500428990509489,2.2141248053528475,2.3581351080443667,4.8135868757691185,5.857980995127572,1.2141248053528475,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.1437354774614494,27.110655343743225
524,4.366127898797897,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,2.235929175671196,2.5633602462359453,26.888471701352202
667,4.050626073069968,5.15754127698648,5.465663572348812,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.130060540564373,26.877844278024806
329,4.050626073069968,1.9510903995190534,5.398549376490275,4.076621281602913,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,2.5092528408964947,26.863073816279304
687,4.857980995127572,4.273018494406416,5.951090399519053,1.9391177578529777,4.0,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,26.853623890104796
443,4.500428990509489,6.398549376490275,2.3581351080443667,4.076621281602913,1.9876162755441675,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.171480467944354,26.83371244459595
406,4.050626073069968,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,26.795309452597085
912,4.648527629498623,5.15754127698648,5.398549376490275,2.2506506813779614,1.9876162755441675,1.079903865592214,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.130060540564373,26.779605785161635
841,4.273018494406416,5.15754127698648,1.903784684740697,4.076621281602913,4.53605290024021,1.079903865592214,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,2.5633602462359453,26.717038888912416
436,4.050626073069968,5.15754127698648,7.53605290024021,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,26.69757602168016
526,4.857980995127572,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,2.8026985596263825,26.547373489331164
376,4.648527629498623,2.2141248053528475,2.3581351080443667,1.9391177578529777,5.857980995127572,1.2141248053528475,0.942101616291799,3.1855556531560767,0.6005931524349205,0.34425339917513476,3.2286243750479624,26.533139297335126
583,4.648527629498623,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,3.171480467944354,26.520114084502296
889,4.273018494406416,5.15754127698648,5.465663572348812,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,26.47942899969338
623,4.68805599368526,2.2141248053528475,2.3581351080443667,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,4.572578776265324,26.290403243654737
724,4.366127898797897,2.2141248053528475,2.3581351080443667,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,5.33441903907056,26.221228784236988
469,4.398549376490275,4.273018494406416,3.903784684740697,2.2506506813779614,1.9876162755441675,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,3.1437354774614494,26.18991171097742
470,4.431716240425474,4.273018494406416,3.903784684740697,1.9391177578529777,5.857980995127572,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,26.103813475991277
2,4.465663572348812,4.273018494406416,5.465663572348812,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,26.0809970137856
715,9.857980995127573,1.9510903995190534,1.903784684740697,2.2506506813779614,1.9876162755441675,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,2.235929175671196,2.8026985596263825,26.032771222376738
540,4.770518153877233,1.9510903995190534,1.903784684740697,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,2.5633602462359453,25.98245828835585
336,4.398549376490275,2.2141248053528475,3.903784684740697,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,3.1855556531560767,0.6005931524349205,0.34425339917513476,2.8026985596263825,25.94895574495348
40,4.68805599368526,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,25.939626243589267
37,6.273018494406416,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,2.8026985596263825,25.884147264596063
272,4.431716240425474,2.2141248053528475,3.903784684740697,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,25.726672038538297
824,4.500428990509489,2.2141248053528475,3.903784684740697,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.130060540564373,25.69682095413872
523,4.903784684740697,2.2141248053528475,2.3581351080443667,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.2286243750479624,25.606698000672736
31,4.431716240425474,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,25.5934274555351
124,4.68805599368526,5.15754127698648,1.903784684740697,2.2506506813779614,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,1.5542002469504692,0.34425339917513476,2.5633602462359453,25.44032672772694
194,4.273018494406416,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.130060540564373,25.42602490982683
655,4.398549376490275,4.273018494406416,3.903784684740697,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,3.1855556531560767,0.6005931524349205,0.34425339917513476,2.5092528408964947,25.4120600167082
871,4.366127898797897,5.15754127698648,5.951090399519053,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,25.348001812265746
489,4.903784684740697,2.2141248053528475,2.3581351080443667,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,3.1855556531560767,1.5542002469504692,2.235929175671196,2.5633602462359453,25.346363275320417
281,6.273018494406416,1.9510903995190534,1.903784684740697,2.2506506813779614,1.9876162755441675,3.3822475641611742,1.060319469273812,0.1679830237081267,1.5542002469504692,2.235929175671196,2.5092528408964947,25.27609285624957
253,4.050626073069968,2.2141248053528475,2.3581351080443667,1.9391177578529777,4.0,1.2141248053528475,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,4.572578776265324,25.24892138855992
41,4.273018494406416,1.9510903995190534,2.3581351080443667,2.2506506813779614,1.9876162755441675,1.2141248053528475,1.060319469273812,3.1855556531560767,1.5542002469504692,2.235929175671196,3.1437354774614494,25.214375786757813
510,4.431716240425474,5.15754127698648,3.903784684740697,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,25.13035526344377
682,6.273018494406416,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,1.079903865592214,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.130060540564373,25.12368121125787
674,3.448689906387143,2.2141248053528475,2.3581351080443667,4.8135868757691185,4.0,3.3822475641611742,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,25.074414010951017
599,3.448689906387143,2.2141248053528475,2.3581351080443667,4.8135868757691185,4.0,3.3822475641611742,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,25.074414010951017
46,4.648527629498623,4.273018494406416,5.465663572348812,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,25.059937001788818
224,4.500428990509489,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,2.235929175671196,2.8026985596263825,25.049626442679646
135,6.273018494406416,2.2141248053528475,3.903784684740697,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,5.33441903907056,25.035229014296892
490,4.500428990509489,1.9510903995190534,1.903784684740697,4.076621281602913,4.53605290024021,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,25.032627706262026
130,4.500428990509489,5.15754127698648,5.398549376490275,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,25.009875415369745
33,4.273018494406416,1.9510903995190534,1.903784684740697,5.770518153877233,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.171480467944354,24.9932189506728
339,4.500428990509489,4.273018494406416,3.903784684740697,1.9391177578529777,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,24.97980935975974
521,4.366127898797897,4.273018494406416,3.903784684740697,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,24.957855326866728
354,4.465663572348812,5.15754127698648,5.465663572348812,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,24.90800325330697
624,5.951090399519053,4.273018494406416,3.903784684740697,2.2506506813779614,1.9876162755441675,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.130060540564373,24.883494926097505
1,4.648527629498623,2.2141248053528475,2.3581351080443667,4.8135868757691185,2.235929175671196,1.2141248053528475,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,5.33441903907056,24.873778630369547
465,4.857980995127572,1.9510903995190534,1.903784684740697,5.770518153877233,1.9876162755441675,3.3822475641611742,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,24.82908567718827
57,4.770518153877233,1.9510903995190534,1.903784684740697,5.770518153877233,4.53605290024021,1.2141248053528475,1.060319469273812,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5092528408964947,24.82849098309576
819,4.857980995127572,2.2141248053528475,2.3581351080443667,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,2.8026985596263825,24.69044802845811
695,4.465663572348812,2.2141248053528475,2.3581351080443667,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,1.5542002469504692,2.235929175671196,3.1437354774614494,24.639167523514416
629,4.273018494406416,4.273018494406416,3.903784684740697,1.9391177578529777,2.235929175671196,3.3822475641611742,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.5633602462359453,24.625407609084807
156,4.903784684740697,1.9510903995190534,1.903784684740697,2.2506506813779614,1.9876162755441675,1.079903865592214,1.060319469273812,3.1855556531560767,0.6005931524349205,0.34425339917513476,5.33441903907056,24.601971304625295
431,4.8135868757691185,2.2141248053528475,2.3581351080443667,4.8135868757691185,4.0,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,3.2286243750479624,24.562893097185608
497,3.466072615467481,2.2141248053528475,2.3581351080443667,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,3.1855556531560767,1.5542002469504692,2.235929175671196,3.171480467944354,24.516771427755607
513,3.466072615467481,2.2141248053528475,2.3581351080443667,1.9391177578529777,2.235929175671196,1.2141248053528475,0.942101616291799,3.1855556531560767,1.5542002469504692,2.235929175671196,3.171480467944354,24.516771427755607
479,4.68805599368526,4.273018494406416,3.903784684740697,1.9391177578529777,2.235929175671196,1.079903865592214,0.942101616291799,0.1679830237081267,1.5542002469504692,0.34425339917513476,3.2286243750479624,24.356972633122254
584,4.500428990509489,2.2141248053528475,3.903784684740697,1.9391177578529777,5.857980995127572,1.079903865592214,0.942101616291799,0.1679830237081267,0.6005931524349205,0.34425339917513476,2.8026985596263825,24.352970850412163
