age,sexual_attraction_M,sexual_attraction_F,gender_identity_M,gender_identity_F,education_level,sex,handedness,religious_upbringing,religious_now,background_SES,dis-score,score
25.0,1.0,7.0,7.0,1.0,0,1,1,1,0,4.5,0.5424,2880.0
24.5,1.0,7.0,2.0,1.0,0,1,1,0,0,5.0,0.9733,162000.0
22.75,1.0,7.0,6.0,1.0,0,1,1,1,0,5.0,0.926,46080.0
25.0,7.0,1.0,1.0,7.0,0,0,1,1,1,3.5,0.6561,5040.0
21.5,7.0,1.0,2.0,6.0,0,0,1,0,0,5.5,0.8611,20160.0
23.5,,,,,2,0,1,0,0,3.0,0.0,0.0
20.25,5.0,3.0,3.0,5.0,2,0,1,0,0,4.0,0.9959,1501920.0
22.5,7.0,1.0,1.0,7.0,2,0,0,0,0,3.0,0.0,0.0
22.5,,,,,0,1,1,0,0,4.0,0.0,0.0
20.5,7.0,1.0,1.0,7.0,0,0,1,0,1,3.5,0.8446,17280.0
24.0,,,,,2,1,1,1,1,4.5,0.0,0.0
20.75,7.0,1.0,1.0,7.0,0,0,1,0,0,4.0,0.0,0.0
20.75,,,,,0,0,1,1,0,5.0,0.0737,120.0
21.75,,,,,0,0,1,1,1,4.0,0.0,0.0
24.5,7.0,1.0,1.0,7.0,0,0,1,0,0,4.5,0.2673,720.0
24.0,,,,,0,1,1,0,0,4.0,0.0,0.0
22.75,,,,,0,0,1,0,0,2.0,0.6561,5040.0
24.0,,,,,0,0,0,0,0,6.0,0.0,0.0
21.25,1.0,7.0,7.0,1.0,0,1,0,0,0,5.0,0.8611,20160.0
25.5,7.0,1.0,1.0,6.0,0,0,1,0,0,2.5,0.9673,126960.0
24.25,1.0,7.0,7.0,1.0,2,1,1,0,0,2.0,0.589,3600.0
22.75,,,,,0,1,1,1,0,5.0,0.0,0.0
21.5,,,,,0,1,1,0,0,5.0,0.0,0.0
23.5,,,,,0,1,1,0,0,6.0,0.0,0.0
23.5,1.0,7.0,7.0,1.0,0,1,1,0,0,6.0,0.0,0.0
22.75,7.0,1.0,1.0,7.0,0,0,1,0,0,6.0,0.3967,1440.0
22.0,7.0,1.0,1.0,7.0,2,0,1,0,0,4.0,0.0,0.0
20.75,1.0,7.0,7.0,1.0,2,1,1,0,0,4.0,0.0,0.0
20.5,,,,,0,0,1,0,0,6.0,0.0,0.0
24.5,1.0,7.0,7.0,1.0,2,1,1,1,0,3.5,0.7635,9360.0
23.25,7.0,1.0,1.0,7.0,0,0,1,0,0,4.5,0.0,0.0
25.25,1.0,7.0,1.0,7.0,2,1,1,0,1,4.5,0.992,682560.0
20.25,,,,,2,0,1,0,0,2.0,0.0,0.0
23.5,1.0,7.0,7.0,1.0,2,1,1,1,1,3.0,0.0,0.0
23.5,,,,,0,1,1,1,0,5.0,0.0,0.0
21.0,,,,,0,0,1,1,0,6.0,0.0,0.0
25.5,1.0,7.0,6.0,1.0,0,1,1,0,0,5.5,0.6561,5040.0
21.75,,,,,0,0,1,1,1,4.0,0.0,0.0
20.75,1.0,7.0,7.0,1.0,0,1,1,1,1,5.0,0.0,0.0
25.5,2.0,6.0,7.0,2.0,2,1,1,1,0,2.0,0.9941,983520.0
21.5,1.0,7.0,6.0,2.0,2,1,1,0,0,5.0,0.9617,104400.0
25.25,7.0,1.0,1.0,7.0,1,0,1,0,0,2.0,0.6958,6240.0
25.5,7.0,1.0,1.0,7.0,0,0,1,1,0,4.0,0.0,0.0
23.5,6.0,2.0,1.0,7.0,2,0,1,1,0,3.5,0.9621,105960.0
21.5,7.0,1.0,1.0,7.0,0,0,1,1,0,5.0,0.8668,21360.0
22.5,3.0,5.0,2.0,6.0,0,0,1,0,0,4.0,0.996,1537200.0
25.25,,,,,2,1,1,0,0,2.0,0.0,0.0
24.25,1.0,7.0,7.0,1.0,2,1,1,0,0,3.0,0.2673,720.0
20.25,,,,,0,0,1,1,1,5.5,0.0,0.0
24.5,,,,,0,0,1,0,0,6.0,0.0,0.0
20.75,1.0,7.0,7.0,1.0,2,1,1,0,0,4.5,0.0,0.0
20.0,,,,,2,0,0,1,1,2.5,0.9367,56160.0
26.0,,,,,0,0,1,1,0,4.0,0.9311,50400.0
20.5,,,,,2,0,1,0,0,4.0,0.0,0.0
20.75,7.0,1.0,1.0,7.0,2,0,1,0,0,4.0,0.0,0.0
21.75,,,,,0,1,1,0,0,5.0,0.0,0.0
24.5,7.0,1.0,1.0,7.0,0,0,1,1,1,4.0,0.0,0.0
24.25,,,,,0,1,1,1,0,3.5,0.0737,120.0
21.5,1.0,7.0,7.0,1.0,2,1,1,1,1,2.0,0.0,0.0
21.0,6.0,2.0,7.0,1.0,0,1,1,0,0,5.0,0.9919,670320.0
24.75,1.0,7.0,7.0,1.0,1,1,1,0,0,4.0,0.5424,2880.0
22.5,,,,,0,1,1,0,0,3.0,0.0,0.0
25.0,1.0,7.0,7.0,1.0,0,1,1,0,0,4.0,0.0,0.0
22.0,,,,,2,0,0,0,0,3.0,0.0,0.0
25.0,7.0,2.0,1.0,7.0,0,0,1,1,1,3.0,0.957,90720.0
23.5,,,,,2,1,0,0,0,3.0,0.7848,10800.0
20.5,1.0,7.0,7.0,1.0,2,1,1,1,0,4.5,0.3178,960.0
23.0,7.0,1.0,1.0,7.0,2,0,1,0,0,4.5,0.0,0.0
23.0,,,,,2,1,1,0,0,3.0,0.0,0.0
22.75,,,,,0,0,0,0,0,5.0,0.0,0.0
22.25,7.0,1.0,1.0,7.0,0,0,1,0,0,4.0,0.0,0.0
21.5,1.0,1.0,1.0,6.0,0,0,1,0,0,6.0,0.991,596880.0
21.5,7.0,1.0,1.0,6.0,0,0,1,0,0,5.0,0.0,0.0
24.0,,,,,2,0,1,1,1,2.0,0.0,0.0
24.0,,,,,0,0,0,0,0,4.5,0.0,0.0
22.25,,,,,0,1,1,0,0,5.5,0.0,0.0
20.75,7.0,1.0,1.0,7.0,0,0,1,0,0,3.0,0.0,0.0
22.75,,,,,2,1,1,0,0,4.5,0.0,0.0
24.0,,,,,0,1,1,1,0,5.0,0.0,0.0
21.5,,,,,0,0,1,1,1,5.0,0.2673,720.0
21.75,,,,,0,0,1,0,0,6.0,0.0,0.0
23.0,1.0,7.0,6.0,1.0,0,1,1,1,0,2.0,0.9498,74880.0
20.25,7.0,1.0,7.0,1.0,2,1,1,0,0,3.0,0.9621,105840.0
20.5,,,,,2,0,1,0,0,4.5,0.0,0.0
24.75,1.0,7.0,1.0,6.0,0,0,0,0,0,5.0,0.9844,308880.0
25.25,7.0,1.0,1.0,7.0,0,0,1,0,0,3.0,0.0737,120.0
26.0,6.0,2.0,1.0,6.0,0,0,1,0,0,5.0,0.9933,851760.0
26.0,5.0,2.0,5.0,1.0,2,1,1,1,0,2.0,0.9968,2006640.0
22.75,,,,,2,0,1,0,0,3.0,0.0,0.0
20.25,1.0,6.0,5.0,2.0,2,1,1,0,0,3.0,0.985,323520.0
23.75,,,,,2,0,1,0,0,2.0,0.0,0.0
22.5,,,,,2,1,1,0,0,6.0,0.7747,10080.0
25.0,1.0,7.0,7.0,1.0,2,1,0,1,0,5.0,0.9697,138960.0
23.25,7.0,1.0,1.0,7.0,0,0,1,0,0,4.0,0.0,0.0
21.5,7.0,2.0,1.0,4.0,1,0,0,1,0,2.0,0.9976,2897280.0
21.0,1.0,7.0,7.0,1.0,0,1,1,0,0,5.0,0.1683,360.0
21.75,7.0,1.0,1.0,5.0,0,0,1,0,0,4.0,0.8179,13800.0
22.75,,,,,2,0,1,0,0,2.5,0.0,0.0
21.25,,,,,2,1,1,0,0,2.0,0.0,0.0
22.25,7.0,1.0,1.0,7.0,1,0,1,1,1,3.0,0.9375,57000.0
20.5,1.0,7.0,7.0,1.0,2,1,1,0,0,4.5,0.0,0.0
22.5,7.0,1.0,1.0,7.0,0,0,1,0,0,3.0,0.0,0.0
24.5,,,,,0,0,0,0,0,6.0,0.0,0.0
23.0,7.0,1.0,1.0,7.0,0,0,1,1,1,4.0,0.7369,7920.0
23.5,7.0,2.0,2.0,6.0,0,0,1,0,0,6.0,0.9605,100800.0
20.5,7.0,1.0,1.0,6.0,2,0,1,1,0,3.5,0.8035,12360.0
25.25,7.0,1.0,1.0,6.0,2,0,1,0,0,3.5,0.9227,43560.0
23.75,,,,,2,1,1,1,0,3.5,0.0737,120.0
21.25,1.0,7.0,7.0,1.0,2,1,1,1,1,5.0,0.9201,41760.0
25.25,,,,,0,0,1,1,0,2.0,0.3967,1440.0
25.5,1.0,7.0,6.0,1.0,2,1,1,0,0,4.0,0.7025,6480.0
23.5,,,,,0,1,0,1,0,3.5,0.7025,6480.0
21.25,,,,,2,0,1,1,1,3.0,0.0,0.0
23.0,,,,,2,0,1,1,0,4.5,0.1254,240.0
22.25,6.0,2.0,1.0,5.0,0,0,1,0,0,3.5,0.9703,142560.0
21.0,1.0,7.0,1.0,1.0,2,1,1,0,0,4.0,0.9752,177120.0
24.5,,,,,0,1,1,1,0,2.0,0.3967,1440.0
25.25,1.0,7.0,5.0,2.0,0,1,0,1,1,2.0,0.972,153360.0
23.75,7.0,1.0,1.0,7.0,0,0,1,0,0,4.5,0.0,0.0
25.75,,,,,0,1,1,1,0,5.0,0.0199,24.0
22.75,1.0,7.0,6.0,1.0,0,1,0,0,0,3.5,0.9596,97920.0
23.75,2.0,7.0,6.0,2.0,0,1,1,1,0,5.0,0.9783,208080.0
21.75,,,,,0,0,0,0,0,3.0,0.4814,2160.0
23.0,1.0,7.0,7.0,1.0,2,1,1,1,0,4.5,0.2938,840.0
21.75,,,,,2,0,1,1,1,4.0,0.0,0.0
24.25,1.0,7.0,7.0,1.0,2,1,1,1,0,2.0,0.5142,2520.0
22.0,7.0,1.0,1.0,7.0,2,0,1,0,0,4.0,0.0,0.0
20.75,,,,,0,1,1,0,0,3.0,0.0,0.0
24.25,,,,,2,0,1,1,1,2.5,0.0,0.0
25.25,7.0,2.0,1.0,7.0,2,0,1,0,0,4.5,0.9472,70320.0
20.5,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
23.5,7.0,1.0,1.0,7.0,0,0,1,1,1,5.0,0.8822,25200.0
23.0,1.0,7.0,6.0,1.0,0,1,1,0,0,4.5,0.8398,16560.0
25.5,7.0,1.0,1.0,7.0,0,0,1,0,0,5.0,0.0,0.0
25.5,6.0,2.0,1.0,7.0,0,0,1,1,0,4.0,0.9311,50400.0
23.75,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
22.0,,,,,2,0,1,0,0,2.5,0.0,0.0
21.75,7.0,1.0,1.0,7.0,2,0,1,0,0,2.0,0.0,0.0
23.75,,,,,2,0,1,1,1,4.0,0.0,0.0
25.5,,,,,0,0,1,1,1,6.0,0.0,0.0
25.5,1.0,7.0,7.0,1.0,0,1,1,0,0,2.0,0.8022,12240.0
21.25,,,,,2,0,1,1,1,2.5,0.0,0.0
21.0,,,,,2,1,1,1,1,4.5,0.6812,5760.0
21.25,,,,,2,1,1,1,0,5.0,0.2673,720.0
23.75,,,,,2,1,1,1,1,4.0,0.0,0.0
22.0,,,,,2,0,1,0,0,5.0,0.0,0.0
23.0,1.0,7.0,7.0,1.0,2,1,1,0,0,4.0,0.1254,240.0
20.5,,,,,0,0,1,0,0,3.5,0.0,0.0
21.5,7.0,1.0,1.0,7.0,0,0,1,1,0,6.0,0.8893,27360.0
21.0,,,,,2,0,1,0,0,3.5,0.0,0.0
21.75,,,,,0,0,1,0,0,5.0,0.0,0.0
21.5,5.0,4.0,1.0,7.0,0,0,1,0,0,5.0,0.9884,438480.0
22.75,1.0,7.0,7.0,1.0,1,1,1,0,0,4.0,0.0,0.0
23.0,7.0,1.0,1.0,7.0,0,0,1,0,0,3.5,0.0,0.0
24.25,,,,,2,0,1,0,0,4.5,0.0,0.0
22.5,,,,,0,0,1,0,0,5.0,0.0,0.0
20.5,1.0,7.0,7.0,1.0,2,1,1,1,1,4.5,0.0,0.0
23.25,7.0,1.0,1.0,7.0,1,0,1,0,0,3.5,0.7747,10080.0
25.75,1.0,7.0,6.0,2.0,2,1,1,0,0,2.0,0.9116,36720.0
25.75,,,,,0,0,1,0,0,4.0,0.0,0.0
23.5,1.0,7.0,7.0,1.0,1,1,1,0,1,4.0,0.8955,29520.0
20.25,,,,,2,0,1,0,0,2.5,0.0,0.0
21.75,5.0,2.0,1.0,7.0,0,0,1,0,0,5.0,0.9537,82800.0
20.75,7.0,1.0,1.0,7.0,2,0,1,0,0,4.5,0.0,0.0
25.0,1.0,7.0,7.0,1.0,0,1,1,0,0,4.0,0.0,0.0
24.5,,,,,2,0,1,0,0,2.5,0.0,0.0
23.75,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
20.5,7.0,1.0,1.0,7.0,0,0,1,1,1,5.0,0.0,0.0
21.25,,,,,0,0,1,0,0,6.0,0.0,0.0
23.75,5.0,3.0,1.0,6.0,0,0,1,0,0,4.0,0.8871,26640.0
22.5,1.0,7.0,6.0,1.0,0,1,1,0,0,4.0,0.0,0.0
21.5,1.0,7.0,7.0,1.0,2,1,1,0,0,4.0,0.0,0.0
24.0,,,,,2,0,1,1,0,3.0,0.0,0.0
21.75,1.0,7.0,7.0,1.0,2,1,1,0,0,3.5,0.0,0.0
23.0,1.0,7.0,7.0,1.0,0,1,1,1,0,5.0,0.8292,15120.0
20.75,1.0,7.0,7.0,1.0,2,1,1,1,1,2.0,0.8897,27480.0
23.0,4.0,5.0,7.0,1.0,0,1,1,0,0,5.0,0.9969,2116800.0
23.25,,,,,1,0,1,0,1,4.5,0.0,0.0
25.75,1.0,7.0,7.0,1.0,0,1,1,0,0,5.0,0.0,0.0
21.75,1.0,7.0,7.0,1.0,0,1,0,0,0,4.0,0.6649,5280.0
26.0,,,,,2,0,1,0,0,4.5,0.9527,80640.0
24.0,1.0,7.0,1.0,7.0,2,0,1,0,0,3.5,0.8965,29880.0
22.25,1.0,7.0,7.0,1.0,2,1,1,1,0,4.0,0.0,0.0
21.25,7.0,1.0,1.0,7.0,0,0,1,1,1,4.0,0.2673,720.0
22.5,,,,,2,1,1,0,0,3.5,0.0,0.0
22.0,,,,,2,1,1,0,0,4.0,0.0,0.0
20.75,7.0,1.0,1.0,7.0,0,0,1,1,1,3.0,0.6259,4320.0
23.25,6.0,2.0,2.0,7.0,0,0,0,0,0,4.5,0.9902,540000.0
23.0,3.0,6.0,5.0,1.0,0,1,1,1,0,4.0,0.9968,2021160.0
24.0,2.0,6.0,7.0,1.0,0,1,0,0,1,4.0,0.9889,462240.0
20.5,,,,,2,1,0,0,0,5.0,0.6812,5760.0
22.0,,,,,0,1,1,0,0,4.5,0.0,0.0
21.75,2.0,6.0,7.0,1.0,0,1,1,1,0,6.0,0.972,153360.0
22.75,7.0,1.0,1.0,7.0,0,0,1,0,0,3.5,0.0,0.0
24.75,2.0,6.0,6.0,2.0,1,1,1,0,0,3.0,0.9886,448560.0
23.75,1.0,7.0,5.0,1.0,2,1,1,0,0,4.0,0.9303,49680.0
20.5,7.0,7.0,1.0,5.0,2,0,1,0,0,4.5,0.9904,549360.0
25.75,,,,,0,0,1,0,0,3.0,0.0,0.0
22.5,5.0,4.0,1.0,5.0,1,0,1,0,0,3.0,0.9947,1120320.0
20.75,,,,,1,1,1,0,0,3.5,0.6561,5040.0
21.25,5.0,3.0,1.0,7.0,2,0,1,0,0,2.0,0.9809,241920.0
21.0,1.0,7.0,7.0,1.0,0,1,0,1,0,4.0,0.8797,24480.0
21.75,1.0,7.0,7.0,1.0,2,1,1,0,0,3.0,0.0,0.0
22.25,2.0,6.0,4.0,4.0,2,1,1,0,0,3.0,0.9978,3106080.0
25.25,1.0,7.0,7.0,1.0,2,1,1,0,0,4.0,0.0,0.0
20.75,,,,,0,1,1,1,1,2.0,0.6561,5040.0
24.25,7.0,2.0,1.0,7.0,2,0,1,0,0,2.5,0.9621,105840.0
20.5,,,,,0,1,0,0,0,5.0,0.7025,6480.0
